,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
5612,2021-01-29,Pfizer/BioNTech,20-29,34,67,100,1,0,0,0,0,0,101,Abruzzo,101
5559,2021-01-29,Moderna,30-39,1,7,7,1,0,0,0,0,8,0,Abruzzo,8
5613,2021-01-29,Pfizer/BioNTech,30-39,83,155,223,15,0,0,0,0,1,237,Abruzzo,238
5560,2021-01-29,Moderna,40-49,5,8,12,1,0,0,0,0,13,0,Abruzzo,13
5614,2021-01-29,Pfizer/BioNTech,40-49,84,221,288,17,0,0,0,0,4,301,Abruzzo,305
5561,2021-01-29,Moderna,50-59,10,10,16,4,0,0,0,0,19,1,Abruzzo,20
5615,2021-01-29,Pfizer/BioNTech,50-59,104,291,360,35,0,0,0,0,5,390,Abruzzo,395
5562,2021-01-29,Moderna,60-69,10,7,15,2,0,0,0,0,17,0,Abruzzo,17
5616,2021-01-29,Pfizer/BioNTech,60-69,109,166,257,18,0,0,0,0,4,271,Abruzzo,275
5617,2021-01-29,Pfizer/BioNTech,70-79,7,2,7,2,0,0,0,0,0,9,Abruzzo,9
5618,2021-01-29,Pfizer/BioNTech,80-89,2,0,2,0,0,0,0,0,0,2,Abruzzo,2
5619,2021-01-29,Pfizer/BioNTech,20-29,7,19,20,6,0,0,0,0,2,24,Basilicata,26
5620,2021-01-29,Pfizer/BioNTech,30-39,31,62,81,12,0,0,0,0,5,88,Basilicata,93
5621,2021-01-29,Pfizer/BioNTech,40-49,32,78,84,25,1,0,0,0,12,98,Basilicata,110
5622,2021-01-29,Pfizer/BioNTech,50-59,44,88,93,38,1,0,0,0,3,129,Basilicata,132
5623,2021-01-29,Pfizer/BioNTech,60-69,93,69,114,45,3,0,0,0,9,153,Basilicata,162
5624,2021-01-29,Pfizer/BioNTech,70-79,11,10,5,2,14,0,0,0,5,16,Basilicata,21
5625,2021-01-29,Pfizer/BioNTech,80-89,3,29,0,6,26,0,0,0,9,23,Basilicata,32
5626,2021-01-29,Pfizer/BioNTech,90+,7,29,0,11,25,0,0,0,18,18,Basilicata,36
5627,2021-01-29,Pfizer/BioNTech,20-29,37,43,68,12,0,0,0,0,16,64,Calabria,80
5628,2021-01-29,Pfizer/BioNTech,30-39,119,137,234,21,1,0,0,0,38,218,Calabria,256
5629,2021-01-29,Pfizer/BioNTech,40-49,152,212,309,55,0,0,0,0,36,328,Calabria,364
5563,2021-01-29,Moderna,50-59,1,0,0,1,0,0,0,0,1,0,Calabria,1
5630,2021-01-29,Pfizer/BioNTech,50-59,254,347,519,78,4,0,0,0,54,547,Calabria,601
5564,2021-01-29,Moderna,60-69,1,0,1,0,0,0,0,0,0,1,Calabria,1
5631,2021-01-29,Pfizer/BioNTech,60-69,367,281,576,69,3,0,0,0,35,613,Calabria,648
5632,2021-01-29,Pfizer/BioNTech,70-79,47,16,45,10,8,0,0,0,20,43,Calabria,63
5633,2021-01-29,Pfizer/BioNTech,80-89,3,18,0,1,20,0,0,0,21,0,Calabria,21
5634,2021-01-29,Pfizer/BioNTech,90+,3,10,0,0,13,0,0,0,13,0,Calabria,13
5635,2021-01-29,Pfizer/BioNTech,16-19,1,6,3,4,0,0,0,0,0,7,Campania,7
5565,2021-01-29,Moderna,20-29,0,2,0,2,0,0,0,0,2,0,Campania,2
5636,2021-01-29,Pfizer/BioNTech,20-29,395,526,589,331,1,0,0,0,2,919,Campania,921
5566,2021-01-29,Moderna,30-39,2,4,6,0,0,0,0,0,6,0,Campania,6
5637,2021-01-29,Pfizer/BioNTech,30-39,773,869,1048,594,0,0,0,0,0,1642,Campania,1642
5567,2021-01-29,Moderna,40-49,2,1,1,1,1,0,0,0,3,0,Campania,3
5638,2021-01-29,Pfizer/BioNTech,40-49,901,1224,1312,807,6,0,0,0,9,2116,Campania,2125
5568,2021-01-29,Moderna,50-59,2,0,1,1,0,0,0,0,2,0,Campania,2
5639,2021-01-29,Pfizer/BioNTech,50-59,1200,1508,1765,928,15,0,0,0,6,2702,Campania,2708
5569,2021-01-29,Moderna,60-69,5,0,1,1,3,0,0,0,5,0,Campania,5
5640,2021-01-29,Pfizer/BioNTech,60-69,1316,897,1571,616,26,0,0,0,8,2205,Campania,2213
5570,2021-01-29,Moderna,70-79,1,0,1,0,0,0,0,0,1,0,Campania,1
5641,2021-01-29,Pfizer/BioNTech,70-79,164,66,97,81,52,0,0,0,1,229,Campania,230
5571,2021-01-29,Moderna,80-89,1,0,0,1,0,0,0,0,1,0,Campania,1
5642,2021-01-29,Pfizer/BioNTech,80-89,38,82,10,19,91,0,0,0,1,119,Campania,120
5643,2021-01-29,Pfizer/BioNTech,90+,11,55,0,2,64,0,0,0,0,66,Campania,66
5644,2021-01-29,Pfizer/BioNTech,16-19,5,3,8,0,0,0,0,0,0,8,Emilia-Romagna,8
5645,2021-01-29,Pfizer/BioNTech,20-29,343,778,1020,101,0,0,0,0,87,1034,Emilia-Romagna,1121
5572,2021-01-29,Moderna,30-39,1,1,2,0,0,0,0,0,2,0,Emilia-Romagna,2
5646,2021-01-29,Pfizer/BioNTech,30-39,614,1064,1506,170,2,0,0,0,24,1654,Emilia-Romagna,1678
5573,2021-01-29,Moderna,40-49,0,5,5,0,0,0,0,0,5,0,Emilia-Romagna,5
5647,2021-01-29,Pfizer/BioNTech,40-49,661,1496,1862,290,5,0,0,0,44,2113,Emilia-Romagna,2157
5574,2021-01-29,Moderna,50-59,0,2,2,0,0,0,0,0,2,0,Emilia-Romagna,2
5648,2021-01-29,Pfizer/BioNTech,50-59,705,1940,2212,412,21,0,0,0,49,2596,Emilia-Romagna,2645
5649,2021-01-29,Pfizer/BioNTech,60-69,676,797,1205,199,69,0,0,0,26,1447,Emilia-Romagna,1473
5650,2021-01-29,Pfizer/BioNTech,70-79,284,130,234,35,145,0,0,0,18,396,Emilia-Romagna,414
5651,2021-01-29,Pfizer/BioNTech,80-89,127,309,22,17,397,0,0,0,16,420,Emilia-Romagna,436
5652,2021-01-29,Pfizer/BioNTech,90+,61,324,3,4,378,0,0,0,16,369,Emilia-Romagna,385
5653,2021-01-29,Pfizer/BioNTech,20-29,102,189,270,20,1,0,0,0,31,260,Friuli-Venezia Giulia,291
5654,2021-01-29,Pfizer/BioNTech,30-39,149,242,338,53,0,0,0,0,41,350,Friuli-Venezia Giulia,391
5655,2021-01-29,Pfizer/BioNTech,40-49,127,371,408,89,1,0,0,0,57,441,Friuli-Venezia Giulia,498
5656,2021-01-29,Pfizer/BioNTech,50-59,155,445,491,106,3,0,0,0,53,547,Friuli-Venezia Giulia,600
5657,2021-01-29,Pfizer/BioNTech,60-69,163,165,277,40,11,0,0,0,35,293,Friuli-Venezia Giulia,328
5658,2021-01-29,Pfizer/BioNTech,70-79,81,33,63,10,41,0,0,0,9,105,Friuli-Venezia Giulia,114
5575,2021-01-29,Moderna,80-89,0,1,0,0,1,0,0,0,1,0,Friuli-Venezia Giulia,1
5659,2021-01-29,Pfizer/BioNTech,80-89,23,56,6,2,71,0,0,0,15,64,Friuli-Venezia Giulia,79
5660,2021-01-29,Pfizer/BioNTech,90+,13,98,2,1,108,0,0,0,22,89,Friuli-Venezia Giulia,111
5661,2021-01-29,Pfizer/BioNTech,16-19,0,2,2,0,0,0,0,0,0,2,Lazio,2
5662,2021-01-29,Pfizer/BioNTech,20-29,298,564,838,18,6,0,0,0,51,811,Lazio,862
5663,2021-01-29,Pfizer/BioNTech,30-39,501,825,1263,58,5,0,0,0,73,1253,Lazio,1326
5664,2021-01-29,Pfizer/BioNTech,40-49,495,1007,1409,74,19,0,0,0,86,1416,Lazio,1502
5576,2021-01-29,Moderna,50-59,1,0,1,0,0,0,0,0,1,0,Lazio,1
5665,2021-01-29,Pfizer/BioNTech,50-59,648,1188,1666,132,38,0,0,0,76,1760,Lazio,1836
5666,2021-01-29,Pfizer/BioNTech,60-69,631,633,1095,96,73,0,0,0,42,1222,Lazio,1264
5667,2021-01-29,Pfizer/BioNTech,70-79,142,92,83,25,126,0,0,0,22,212,Lazio,234
5577,2021-01-29,Moderna,80-89,28,39,0,0,0,67,0,0,67,0,Lazio,67
5668,2021-01-29,Pfizer/BioNTech,80-89,88,198,14,23,243,6,0,0,27,259,Lazio,286
5578,2021-01-29,Moderna,90+,10,7,0,0,0,17,0,0,17,0,Lazio,17
5669,2021-01-29,Pfizer/BioNTech,90+,23,173,1,1,194,0,0,0,15,181,Lazio,196
5670,2021-01-29,Pfizer/BioNTech,16-19,4,4,8,0,0,0,0,0,1,7,Liguria,8
5671,2021-01-29,Pfizer/BioNTech,20-29,70,160,207,22,1,0,0,0,8,222,Liguria,230
5672,2021-01-29,Pfizer/BioNTech,30-39,164,227,350,41,0,0,0,0,9,382,Liguria,391
5673,2021-01-29,Pfizer/BioNTech,40-49,166,383,459,83,6,0,0,1,7,542,Liguria,549
5674,2021-01-29,Pfizer/BioNTech,50-59,251,672,801,108,14,0,0,0,12,911,Liguria,923
5675,2021-01-29,Pfizer/BioNTech,60-69,250,248,426,49,22,0,0,1,4,494,Liguria,498
5676,2021-01-29,Pfizer/BioNTech,70-79,71,41,39,6,67,0,0,0,5,107,Liguria,112
5677,2021-01-29,Pfizer/BioNTech,80-89,55,129,8,1,175,0,0,0,15,169,Liguria,184
5678,2021-01-29,Pfizer/BioNTech,90+,26,119,0,1,144,0,0,0,5,140,Liguria,145
5679,2021-01-29,Pfizer/BioNTech,16-19,2,0,2,0,0,0,0,0,0,2,Lombardia,2
5680,2021-01-29,Pfizer/BioNTech,20-29,364,935,1134,165,0,0,0,0,39,1260,Lombardia,1299
5579,2021-01-29,Moderna,30-39,0,1,1,0,0,0,0,0,1,0,Lombardia,1
5681,2021-01-29,Pfizer/BioNTech,30-39,850,1510,2033,321,6,0,0,0,75,2285,Lombardia,2360
5580,2021-01-29,Moderna,40-49,1,0,1,0,0,0,0,0,1,0,Lombardia,1
5682,2021-01-29,Pfizer/BioNTech,40-49,846,2156,2464,532,6,0,0,0,122,2880,Lombardia,3002
5581,2021-01-29,Moderna,50-59,1,0,0,1,0,0,0,0,1,0,Lombardia,1
5683,2021-01-29,Pfizer/BioNTech,50-59,1072,3217,3314,961,14,0,0,0,172,4117,Lombardia,4289
5684,2021-01-29,Pfizer/BioNTech,60-69,758,1037,1417,356,22,0,0,0,68,1727,Lombardia,1795
5685,2021-01-29,Pfizer/BioNTech,70-79,134,74,100,29,79,0,0,0,34,174,Lombardia,208
5686,2021-01-29,Pfizer/BioNTech,80-89,60,191,12,3,232,4,0,0,75,176,Lombardia,251
5687,2021-01-29,Pfizer/BioNTech,90+,23,199,2,1,214,5,0,0,65,157,Lombardia,222
5688,2021-01-29,Pfizer/BioNTech,16-19,2,0,0,2,0,0,0,0,0,2,Marche,2
5582,2021-01-29,Moderna,20-29,1,10,10,1,0,0,0,0,11,0,Marche,11
5689,2021-01-29,Pfizer/BioNTech,20-29,53,114,136,31,0,0,0,0,2,165,Marche,167
5583,2021-01-29,Moderna,30-39,5,4,7,2,0,0,0,0,9,0,Marche,9
5690,2021-01-29,Pfizer/BioNTech,30-39,144,208,288,64,0,0,0,0,6,346,Marche,352
5584,2021-01-29,Moderna,40-49,1,9,6,4,0,0,0,0,10,0,Marche,10
5691,2021-01-29,Pfizer/BioNTech,40-49,149,314,355,108,0,0,0,0,6,457,Marche,463
5585,2021-01-29,Moderna,50-59,2,12,10,3,1,0,0,0,14,0,Marche,14
5692,2021-01-29,Pfizer/BioNTech,50-59,163,358,379,142,0,0,0,0,10,511,Marche,521
5586,2021-01-29,Moderna,60-69,2,12,10,2,2,0,0,0,14,0,Marche,14
5693,2021-01-29,Pfizer/BioNTech,60-69,134,167,231,70,0,0,0,0,7,294,Marche,301
5587,2021-01-29,Moderna,70-79,4,4,1,1,6,0,0,0,8,0,Marche,8
5694,2021-01-29,Pfizer/BioNTech,70-79,45,2,42,5,0,0,0,0,1,46,Marche,47
5588,2021-01-29,Moderna,80-89,16,19,2,3,30,0,0,0,35,0,Marche,35
5695,2021-01-29,Pfizer/BioNTech,80-89,1,0,1,0,0,0,0,0,0,1,Marche,1
5589,2021-01-29,Moderna,90+,7,28,0,0,35,0,0,0,35,0,Marche,35
5696,2021-01-29,Pfizer/BioNTech,90+,1,0,1,0,0,0,0,0,0,1,Marche,1
5697,2021-01-29,Pfizer/BioNTech,16-19,0,1,1,0,0,0,0,0,0,1,Molise,1
5698,2021-01-29,Pfizer/BioNTech,20-29,2,4,5,1,0,0,0,0,1,5,Molise,6
5699,2021-01-29,Pfizer/BioNTech,30-39,12,17,21,8,0,0,0,0,0,29,Molise,29
5700,2021-01-29,Pfizer/BioNTech,40-49,20,38,40,17,1,0,0,0,0,58,Molise,58
5701,2021-01-29,Pfizer/BioNTech,50-59,33,86,80,36,2,0,0,1,3,116,Molise,119
5702,2021-01-29,Pfizer/BioNTech,60-69,46,60,77,19,8,0,0,2,2,104,Molise,106
5703,2021-01-29,Pfizer/BioNTech,70-79,3,7,2,0,8,0,0,0,0,10,Molise,10
5704,2021-01-29,Pfizer/BioNTech,80-89,14,33,0,0,47,0,0,0,0,47,Molise,47
5705,2021-01-29,Pfizer/BioNTech,90+,6,39,1,1,43,0,0,0,0,45,Molise,45
5724,2021-01-29,Pfizer/BioNTech,16-19,3,0,1,2,0,0,0,0,0,3,Piemonte,3
5725,2021-01-29,Pfizer/BioNTech,20-29,144,326,395,74,1,0,0,0,13,457,Piemonte,470
5726,2021-01-29,Pfizer/BioNTech,30-39,338,580,779,138,1,0,0,0,36,882,Piemonte,918
5727,2021-01-29,Pfizer/BioNTech,40-49,346,835,962,210,9,0,0,0,34,1147,Piemonte,1181
5728,2021-01-29,Pfizer/BioNTech,50-59,440,1351,1345,415,31,0,0,0,77,1714,Piemonte,1791
5729,2021-01-29,Pfizer/BioNTech,60-69,396,493,647,195,47,0,0,0,41,848,Piemonte,889
