,Unnamed: 0,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
934,1861,2021-02-12,13633,4248,9385,8011,2596,93,2823,102,5,3,8865,4768,Lombardia
935,1098,2021-02-12,1583,618,965,815,11,669,88,0,0,0,1431,152,Marche
936,1661,2021-02-12,330,149,181,224,12,20,72,0,0,2,208,122,Molise
937,420,2021-02-12,6881,2212,4669,3525,1509,138,1707,0,0,2,3924,2957,Piemonte
938,1479,2021-02-12,730,217,513,322,69,224,106,7,2,0,482,248,Provincia Autonoma Bolzano / Bozen
939,1700,2021-02-12,1010,340,670,335,54,14,55,552,0,0,589,421,Provincia Autonoma Trento
940,151,2021-02-12,4098,1629,2469,2937,440,11,690,5,10,5,3008,1090,Puglia
941,914,2021-02-12,2237,933,1304,986,660,89,501,1,0,0,2178,59,Sardegna
942,1067,2021-02-12,4747,1853,2894,2301,260,1542,644,0,0,0,4416,331,Sicilia
943,92,2021-02-12,7606,2683,4923,3742,380,2892,188,2,402,0,7393,213,Toscana
944,1028,2021-02-12,671,224,447,459,208,0,1,1,0,2,665,6,Umbria
945,1670,2021-02-12,263,96,167,51,9,41,26,131,0,5,217,46,Valle d'Aosta / Vallée d'Aoste
946,1889,2021-02-12,4312,1447,2865,2765,141,730,659,6,3,8,3740,572,Veneto
947,1724,2021-02-13,845,383,462,549,25,199,72,0,0,0,437,408,Abruzzo
948,1265,2021-02-13,799,313,486,279,125,79,115,199,2,0,738,61,Basilicata
949,913,2021-02-13,1331,583,748,731,18,470,111,1,0,0,968,363,Calabria
950,2010,2021-02-13,5509,2550,2959,960,99,701,131,3616,0,2,5292,217,Campania
951,1357,2021-02-13,3603,1077,2526,2779,239,255,144,186,0,0,3005,598,Emilia-Romagna
952,311,2021-02-13,567,179,388,337,230,0,0,0,0,0,561,6,Friuli-Venezia Giulia
953,243,2021-02-13,6274,2436,3838,2123,42,171,280,3658,0,0,6186,88,Lazio
954,1502,2021-02-13,1079,508,571,543,77,58,147,254,0,0,800,279,Liguria
955,1903,2021-02-13,6404,2438,3966,4172,1416,85,706,17,4,4,4937,1467,Lombardia
956,1609,2021-02-13,1064,455,609,457,28,489,90,0,0,0,1012,52,Marche
957,1416,2021-02-13,132,80,52,129,3,0,0,0,0,0,132,0,Molise
958,95,2021-02-13,4151,1334,2817,2309,654,68,1114,1,0,5,2929,1222,Piemonte
959,1520,2021-02-13,318,79,239,126,57,127,7,1,0,0,312,6,Provincia Autonoma Bolzano / Bozen
960,1698,2021-02-13,536,333,203,373,4,1,0,158,0,0,171,365,Provincia Autonoma Trento
961,1717,2021-02-13,3722,1453,2269,2883,507,12,291,4,18,7,3029,693,Puglia
962,1144,2021-02-13,1454,563,891,732,400,64,253,0,0,5,1452,2,Sardegna
963,1224,2021-02-13,3107,1168,1939,1296,160,1081,570,0,0,0,2850,257,Sicilia
964,248,2021-02-13,7784,2360,5424,3667,574,3193,163,0,186,1,7557,227,Toscana
965,1556,2021-02-13,115,28,87,68,46,0,0,1,0,0,112,3,Umbria
966,1642,2021-02-13,215,195,20,0,0,54,0,0,161,0,215,0,Valle d'Aosta / Vallée d'Aoste
967,1065,2021-02-13,3267,1474,1793,1568,75,181,1438,3,1,1,3247,20,Veneto
968,1042,2021-02-14,151,48,103,55,12,1,65,18,0,0,151,0,Basilicata
969,1862,2021-02-14,371,145,226,146,13,129,83,0,0,0,341,30,Calabria
970,932,2021-02-14,3924,1921,2003,626,84,736,15,2463,0,0,3890,34,Campania
971,1817,2021-02-14,1400,378,1022,859,338,145,39,19,0,0,1280,120,Emilia-Romagna
972,757,2021-02-14,5536,2246,3290,1645,20,298,127,3446,0,0,5287,249,Lazio
973,1944,2021-02-14,233,122,111,31,0,30,112,60,0,0,233,0,Liguria
974,923,2021-02-14,3577,1545,2032,2749,491,282,42,3,0,10,2944,633,Lombardia
975,1566,2021-02-14,738,301,437,578,2,158,0,0,0,0,738,0,Marche
976,343,2021-02-14,1475,498,977,796,331,49,285,0,0,14,875,600,Piemonte
977,1148,2021-02-14,246,186,60,246,0,0,0,0,0,0,11,235,Provincia Autonoma Trento
978,1007,2021-02-14,784,348,436,681,32,0,70,0,0,1,662,122,Puglia
979,1775,2021-02-14,539,263,276,286,187,6,57,3,0,0,537,2,Sardegna
980,317,2021-02-14,1057,402,655,433,58,330,236,0,0,0,917,140,Sicilia
981,1975,2021-02-14,8993,2567,6426,3033,549,5064,81,0,261,5,8883,110,Toscana
982,1663,2021-02-14,48,16,32,6,0,0,42,0,0,0,1,47,Valle d'Aosta / Vallée d'Aoste
983,1752,2021-02-14,125,56,69,97,1,27,0,0,0,0,112,13,Veneto
984,78,2021-02-15,1796,831,965,625,30,457,221,217,246,0,1754,42,Abruzzo
985,579,2021-02-15,621,232,389,191,93,44,46,246,1,0,580,41,Basilicata
986,1491,2021-02-15,1137,538,599,499,26,386,159,66,0,1,989,148,Calabria
987,562,2021-02-15,5469,2515,2954,987,220,771,94,3395,1,1,5296,173,Campania
988,1281,2021-02-15,2891,845,2046,1981,323,141,157,289,0,0,2765,126,Emilia-Romagna
989,1916,2021-02-15,2454,909,1545,700,386,19,315,1034,0,0,2204,250,Friuli-Venezia Giulia
990,2034,2021-02-15,7727,3379,4348,2447,362,313,379,4218,8,0,7430,297,Lazio
991,821,2021-02-15,2259,838,1421,1086,185,82,241,662,1,2,1862,397,Liguria
992,12,2021-02-15,8855,3104,5751,6023,1608,150,1030,4,31,9,8435,420,Lombardia
993,238,2021-02-15,973,413,560,544,60,368,1,0,0,0,960,13,Marche
994,1002,2021-02-15,144,70,74,117,8,4,15,0,0,0,141,3,Molise
995,459,2021-02-15,4428,1595,2833,2319,841,303,962,1,1,1,3223,1205,Piemonte
996,1974,2021-02-15,72,42,30,17,2,8,40,5,0,0,26,46,Provincia Autonoma Bolzano / Bozen
997,952,2021-02-15,533,187,346,145,21,7,27,322,0,11,419,114,Provincia Autonoma Trento
998,489,2021-02-15,3252,1267,1985,2249,518,23,452,1,6,3,2632,620,Puglia
999,1456,2021-02-15,958,349,609,440,226,13,279,0,0,0,927,31,Sardegna
1000,658,2021-02-15,3951,1862,2089,1700,108,1237,563,10,307,26,3382,569,Sicilia
1001,361,2021-02-15,8770,3374,5396,4536,922,1106,216,56,794,1140,7945,825,Toscana
1002,1242,2021-02-15,1368,692,676,10,4,3,0,1351,0,0,1367,1,Umbria
1003,1797,2021-02-15,264,136,128,24,2,27,24,170,15,2,229,35,Valle d'Aosta / Vallée d'Aoste
1004,1418,2021-02-15,4386,1821,2565,484,65,144,383,3294,14,2,4145,241,Veneto
1005,1843,2021-02-16,1978,869,1109,841,20,493,139,410,75,0,1966,12,Abruzzo
1006,1739,2021-02-16,905,377,528,250,90,5,67,492,1,0,807,98,Basilicata
1007,688,2021-02-16,1534,643,891,659,11,506,240,118,0,0,1255,279,Calabria
1008,368,2021-02-16,5435,2410,3025,983,272,836,169,3174,0,1,4664,771,Campania
1009,1172,2021-02-16,5728,2427,3301,741,240,667,437,3641,2,0,5198,530,Emilia-Romagna
1010,2023,2021-02-16,2516,1135,1381,260,244,31,221,1760,0,0,2400,116,Friuli-Venezia Giulia
1011,1393,2021-02-16,8044,3863,4181,2058,102,476,261,4195,951,1,7787,257,Lazio
1012,621,2021-02-16,2392,949,1443,982,200,211,283,714,0,2,1999,393,Liguria
1013,1325,2021-02-16,9505,3083,6422,5842,2100,159,1369,8,8,19,9054,451,Lombardia
1014,256,2021-02-16,1292,475,817,737,8,455,92,0,0,0,1262,30,Marche
1015,1011,2021-02-16,156,70,86,148,4,4,0,0,0,0,150,6,Molise
1016,339,2021-02-16,3963,1753,2210,1819,778,816,548,0,1,1,3205,758,Piemonte
1017,1693,2021-02-16,529,205,324,10,1,6,0,512,0,0,529,0,Provincia Autonoma Bolzano / Bozen
1018,508,2021-02-16,663,244,419,73,2,12,3,563,0,10,658,5,Provincia Autonoma Trento
1019,689,2021-02-16,3379,1451,1928,2133,728,83,413,4,16,2,2733,646,Puglia
1020,1692,2021-02-16,700,289,411,376,135,77,112,0,0,0,673,27,Sardegna
1021,1446,2021-02-16,4414,2300,2114,1465,207,1080,779,25,857,1,3947,467,Sicilia
1022,1093,2021-02-16,9268,3338,5930,5084,952,30,178,10,691,2323,8557,711,Toscana
1023,1706,2021-02-16,1307,655,652,34,4,7,0,1262,0,0,1298,9,Umbria
1024,404,2021-02-16,325,53,272,10,0,58,12,5,4,236,320,5,Valle d'Aosta / Vallée d'Aoste
1025,185,2021-02-16,6629,2868,3761,719,109,296,478,5022,2,3,6450,179,Veneto
1026,2060,2021-02-17,2077,952,1125,512,27,215,394,718,210,1,1794,283,Abruzzo
1027,1790,2021-02-17,1135,493,642,123,42,27,57,884,1,1,1059,76,Basilicata
1028,878,2021-02-17,1682,672,1010,674,21,322,285,299,0,81,1471,211,Calabria
1029,348,2021-02-17,7388,3210,4178,1013,197,870,38,4908,0,362,6328,1060,Campania
1030,1170,2021-02-17,6532,2762,3770,803,205,1072,404,4048,0,0,5759,773,Emilia-Romagna
1031,2013,2021-02-17,2352,998,1354,328,178,15,230,1555,46,0,1873,479,Friuli-Venezia Giulia
1032,964,2021-02-17,8810,4372,4438,2282,226,208,499,4249,1345,1,8282,528,Lazio
1033,1549,2021-02-17,2623,1165,1458,883,131,231,262,1115,0,1,2260,363,Liguria
1034,375,2021-02-17,11891,3730,8161,7627,2175,107,1895,39,38,10,10505,1386,Lombardia
1035,1438,2021-02-17,1791,664,1127,968,24,498,300,1,0,0,1672,119,Marche
1036,1013,2021-02-17,72,32,40,47,9,10,6,0,0,0,57,15,Molise
1037,182,2021-02-17,4787,2154,2633,2245,954,1089,497,1,0,1,3798,989,Piemonte
1038,1958,2021-02-17,4,1,3,1,0,2,0,1,0,0,2,2,Provincia Autonoma Bolzano / Bozen
1039,884,2021-02-17,1110,425,685,325,9,18,35,708,3,12,1020,90,Provincia Autonoma Trento
1040,1043,2021-02-17,4263,1742,2521,2453,1170,40,598,1,0,1,3666,597,Puglia
1041,1680,2021-02-17,1406,576,830,689,292,85,313,0,27,0,1332,74,Sardegna
1042,13,2021-02-17,5433,3293,2140,1531,118,1009,880,8,1885,2,4759,674,Sicilia
1043,795,2021-02-17,8175,3168,5007,3465,1122,51,249,218,584,2486,7424,751,Toscana
1044,1732,2021-02-17,1618,748,870,363,3,11,0,1240,0,1,1267,351,Umbria
1045,1069,2021-02-17,327,144,183,25,1,18,30,237,16,0,227,100,Valle d'Aosta / Vallée d'Aoste
1046,187,2021-02-17,6022,2772,3250,413,19,273,361,4947,5,4,5928,94,Veneto
1047,1773,2021-02-18,2291,934,1357,670,36,344,416,610,215,0,2161,130,Abruzzo
1048,1824,2021-02-18,1070,401,669,270,55,19,150,576,0,0,855,215,Basilicata
1049,912,2021-02-18,1800,803,997,586,55,454,299,345,0,61,1577,223,Calabria
1050,380,2021-02-18,9079,3811,5268,1752,228,1033,88,5540,0,438,8371,708,Campania
1051,1177,2021-02-18,7037,2890,4147,894,135,396,236,5376,0,0,6454,583,Emilia-Romagna
1052,408,2021-02-18,3211,1488,1723,229,122,16,331,1501,34,978,2805,406,Friuli-Venezia Giulia
1053,1513,2021-02-18,9676,4799,4877,2162,91,328,473,4956,1665,1,9178,498,Lazio
1054,142,2021-02-18,2761,1126,1635,958,119,303,349,1030,0,2,2431,330,Liguria
1055,28,2021-02-18,13959,4906,9053,6120,1791,157,1569,3437,857,28,12932,1027,Lombardia
1056,444,2021-02-18,2104,746,1358,1150,41,509,402,1,0,1,1816,288,Marche
1057,298,2021-02-18,319,74,245,296,8,15,0,0,0,0,306,13,Molise
1058,429,2021-02-18,4784,2089,2695,2254,868,1035,624,0,1,2,4354,430,Piemonte
1059,2068,2021-02-18,1646,401,1245,23,44,270,20,4,0,1285,1642,4,Provincia Autonoma Bolzano / Bozen
1060,1884,2021-02-18,1205,426,779,300,25,5,35,782,3,55,1143,62,Provincia Autonoma Trento
1061,1872,2021-02-18,4367,1842,2525,2701,913,56,680,5,10,2,3764,603,Puglia
1062,1299,2021-02-18,1877,732,1145,1073,301,61,298,1,33,110,1813,64,Sardegna
1063,800,2021-02-18,5496,3174,2322,1636,165,1080,813,9,1697,96,5065,431,Sicilia
1064,276,2021-02-18,8817,3285,5532,2924,1447,64,230,214,796,3142,7923,894,Toscana
1065,1331,2021-02-18,1495,582,913,324,14,2,170,985,0,0,1029,466,Umbria
1066,1275,2021-02-18,349,153,196,61,4,37,45,180,14,8,261,88,Valle d'Aosta / Vallée d'Aoste
1067,2054,2021-02-18,5732,2445,3287,958,71,288,608,3798,1,8,5668,64,Veneto
1068,1780,2021-02-19,3301,1552,1749,990,32,401,371,1111,388,8,3201,100,Abruzzo
1069,1048,2021-02-19,1622,737,885,219,356,19,66,962,0,0,1560,62,Basilicata
1070,947,2021-02-19,1461,652,809,544,21,320,195,380,1,0,1200,261,Calabria
1071,99,2021-02-19,9556,3557,5999,1663,141,943,161,4455,0,2193,8906,650,Campania
1072,1738,2021-02-19,7292,3003,4289,820,186,182,257,5847,0,0,6789,503,Emilia-Romagna
1073,409,2021-02-19,3254,1290,1964,568,309,14,313,1589,35,426,2825,429,Friuli-Venezia Giulia
1074,1522,2021-02-19,9698,4893,4805,2170,93,297,408,5060,1636,34,9201,497,Lazio
1075,252,2021-02-19,3095,1279,1816,989,123,469,97,1414,0,3,2919,176,Liguria
1076,80,2021-02-19,14041,5357,8684,5529,1620,268,1140,4540,928,16,13360,681,Lombardia
1077,441,2021-02-19,1971,716,1255,1273,11,481,203,1,0,2,1836,135,Marche
1078,509,2021-02-19,169,93,76,95,28,42,1,0,0,3,167,2,Molise
1079,7,2021-02-19,5528,2171,3357,1988,788,977,666,31,0,1078,5026,502,Piemonte
1080,2049,2021-02-19,1969,450,1519,121,139,111,80,7,0,1511,1958,11,Provincia Autonoma Bolzano / Bozen
1081,972,2021-02-19,926,357,569,170,37,16,93,581,1,28,868,58,Provincia Autonoma Trento
1082,984,2021-02-19,4729,2009,2720,3040,981,260,390,2,49,7,4339,390,Puglia
1083,1753,2021-02-19,1495,470,1025,677,336,101,379,1,1,0,1439,56,Sardegna
1084,794,2021-02-19,5160,2757,2403,1487,183,1181,600,74,1396,239,4589,571,Sicilia
1085,862,2021-02-19,8302,2953,5349,2968,1207,28,245,154,580,3120,7795,507,Toscana
1086,1809,2021-02-19,743,293,450,282,12,2,14,433,0,0,526,217,Umbria
1087,1403,2021-02-19,292,102,190,17,0,30,35,145,0,65,268,24,Valle d'Aosta / Vallée d'Aoste
1088,1825,2021-02-19,7294,3122,4172,1542,175,534,665,4366,3,9,7092,202,Veneto
1089,1869,2021-02-20,4782,1843,2939,310,7,563,192,1417,406,1887,4706,76,Abruzzo
1090,902,2021-02-20,1160,530,630,77,170,31,80,802,0,0,1043,117,Basilicata
1091,2050,2021-02-20,1358,735,623,438,23,388,55,433,19,2,1043,315,Calabria
1092,653,2021-02-20,8565,3079,5486,1023,60,788,145,4582,0,1967,8262,303,Campania
1093,1273,2021-02-20,5273,2080,3193,406,92,146,155,4474,0,0,5009,264,Emilia-Romagna
1094,181,2021-02-20,2068,933,1135,11,1,18,148,1584,0,306,1924,144,Friuli-Venezia Giulia
1095,701,2021-02-20,8795,4082,4713,1942,111,350,298,4762,1310,22,8378,417,Lazio
1096,1367,2021-02-20,1334,636,698,159,28,436,122,589,0,0,1333,1,Liguria
1097,1296,2021-02-20,9391,3881,5510,4275,975,139,216,2919,863,4,9097,294,Lombardia
1098,646,2021-02-20,4127,1708,2419,118,24,387,261,3334,3,0,4016,111,Marche
1099,1149,2021-02-20,1018,441,577,20,4,53,8,933,0,0,998,20,Molise
1100,117,2021-02-20,3829,1252,2577,1100,395,669,219,30,0,1416,3655,174,Piemonte
1101,23,2021-02-20,1502,471,1031,196,53,30,24,469,1,729,1484,18,Provincia Autonoma Bolzano / Bozen
1102,1760,2021-02-20,406,245,161,330,10,1,30,1,3,31,122,284,Provincia Autonoma Trento
1103,1781,2021-02-20,2961,1076,1885,2113,194,50,168,8,4,424,2705,256,Puglia
1104,1451,2021-02-20,2041,855,1186,484,128,31,195,1202,0,1,1707,334,Sardegna
1105,1426,2021-02-20,7284,3736,3548,848,76,1258,558,3749,620,175,7033,251,Sicilia
1106,101,2021-02-20,4641,1790,2851,3350,1038,0,203,17,15,18,4128,513,Toscana
1107,119,2021-02-20,282,100,182,83,7,1,39,152,0,0,258,24,Umbria
1108,798,2021-02-20,251,210,41,6,2,50,8,2,174,9,241,10,Valle d'Aosta / Vallée d'Aoste
1109,1994,2021-02-20,6418,2012,4406,1865,35,199,100,970,6,3243,6349,69,Veneto
1110,415,2021-02-21,1221,551,670,2,0,4,3,1210,2,0,1220,1,Abruzzo
1111,1659,2021-02-21,284,113,171,16,1,1,11,254,0,1,284,0,Basilicata
1112,550,2021-02-21,608,286,322,36,28,136,47,331,30,0,531,77,Calabria
1113,717,2021-02-21,5833,2239,3594,780,44,609,22,3870,0,508,5608,225,Campania
1114,1852,2021-02-21,4408,1694,2714,394,83,187,190,3554,0,0,3971,437,Emilia-Romagna
1115,813,2021-02-21,800,281,519,213,166,11,26,382,1,1,423,377,Friuli-Venezia Giulia
1116,1939,2021-02-21,6799,3101,3698,1245,53,309,51,4518,607,16,6517,282,Lazio
1117,1339,2021-02-21,869,491,378,183,21,296,102,267,0,0,865,4,Liguria
1118,242,2021-02-21,5004,1851,3153,1743,807,152,32,2227,40,3,4984,20,Lombardia
1119,201,2021-02-21,377,142,235,204,1,114,57,0,0,1,376,1,Marche
1120,178,2021-02-21,573,227,346,1,0,4,0,568,0,0,571,2,Molise
1121,2017,2021-02-21,5086,2080,3006,686,189,75,47,3352,0,737,4983,103,Piemonte
1122,1460,2021-02-21,155,92,63,154,0,0,0,0,0,1,43,112,Provincia Autonoma Trento
1123,1441,2021-02-21,2171,472,1699,537,24,61,49,32,12,1456,2110,61,Puglia
1124,483,2021-02-21,1586,710,876,66,25,9,59,1421,6,0,1556,30,Sardegna
1125,919,2021-02-21,5178,2508,2670,379,30,622,174,3682,138,153,5070,108,Sicilia
1126,1484,2021-02-21,5104,2089,3015,3666,1219,0,195,2,13,9,4935,169,Toscana
1127,219,2021-02-21,18,3,15,0,0,0,18,0,0,0,0,18,Valle d'Aosta / Vallée d'Aoste
1128,629,2021-02-21,4624,1203,3421,495,0,9,18,417,2,3683,4619,5,Veneto
1129,879,2021-02-22,2644,1175,1469,477,5,352,46,1094,419,251,2614,30,Abruzzo
1130,2014,2021-02-22,1790,773,1017,125,18,68,2,1577,0,0,1737,53,Basilicata
1131,1983,2021-02-22,1997,1013,984,728,48,495,166,552,3,5,1441,556,Calabria
1132,60,2021-02-22,10661,3291,7370,544,46,492,141,3896,0,5542,10398,263,Campania
1133,1515,2021-02-22,7465,3081,4384,388,84,134,129,6730,0,0,7201,264,Emilia-Romagna
1134,645,2021-02-22,2493,1196,1297,431,312,15,115,1369,246,5,2075,418,Friuli-Venezia Giulia
1135,270,2021-02-22,11421,4975,6446,1779,123,186,473,5248,1390,2222,10920,501,Lazio
1136,412,2021-02-22,3329,1463,1866,712,100,113,235,2167,0,2,3191,138,Liguria
1137,750,2021-02-22,11658,4714,6944,4165,1393,143,935,4029,965,28,11349,309,Lombardia
1138,1018,2021-02-22,3414,1499,1915,326,10,398,77,2596,5,2,3339,75,Marche
1139,1096,2021-02-22,265,129,136,56,31,108,62,8,0,0,250,15,Molise
1140,1585,2021-02-22,8463,3464,4999,1703,800,639,512,3889,0,920,7873,590,Piemonte
1141,1493,2021-02-22,526,143,383,342,66,103,0,5,0,10,514,12,Provincia Autonoma Bolzano / Bozen
1142,1946,2021-02-22,745,259,486,119,4,6,70,501,0,45,661,84,Provincia Autonoma Trento
1143,1831,2021-02-22,9615,4523,5092,1432,434,274,140,6801,215,319,9284,331,Puglia
1144,1402,2021-02-22,1630,947,683,606,239,163,180,2,440,0,1402,228,Sardegna
1145,2016,2021-02-22,8039,4162,3877,1107,34,902,554,4066,1054,322,7547,492,Sicilia
1146,1816,2021-02-22,9817,4253,5564,3484,1390,889,315,22,1014,2703,9539,278,Toscana
1147,1150,2021-02-22,1859,778,1081,736,89,27,1,1006,0,0,1773,86,Umbria
1148,301,2021-02-22,316,94,222,62,7,34,37,103,6,67,213,103,Valle d'Aosta / Vallée d'Aoste
1149,1452,2021-02-22,7006,3035,3971,744,44,233,342,5400,1,242,6619,387,Veneto
1150,635,2021-02-23,2784,1274,1510,324,22,401,215,1436,286,100,2773,11,Abruzzo
1151,300,2021-02-23,1901,771,1130,159,24,25,35,1658,0,0,1763,138,Basilicata
1152,1858,2021-02-23,1549,728,821,437,33,348,206,522,2,1,1434,115,Calabria
1153,1801,2021-02-23,10988,3383,7605,520,85,401,289,3755,0,5938,10462,526,Campania
1154,1885,2021-02-23,8196,3215,4981,408,79,238,113,7357,0,1,7810,386,Emilia-Romagna
1155,1811,2021-02-23,2615,1252,1363,104,44,63,206,1943,254,1,2437,178,Friuli-Venezia Giulia
1156,1413,2021-02-23,10904,4680,6224,1897,109,493,309,5171,1015,1910,10280,624,Lazio
1157,1447,2021-02-23,3803,1559,2244,686,79,192,116,2727,2,1,3694,109,Liguria
1158,1568,2021-02-23,11697,4772,6925,3937,1350,266,841,4310,990,3,11389,308,Lombardia
1159,1552,2021-02-23,3274,1400,1874,219,4,133,116,2794,8,0,3218,56,Marche
1160,33,2021-02-23,581,223,358,136,39,4,61,340,0,1,362,219,Molise
1161,1189,2021-02-23,9227,3709,5518,2295,821,570,389,4100,0,1052,8646,581,Piemonte
1162,1962,2021-02-23,768,323,445,0,0,58,0,625,0,85,762,6,Provincia Autonoma Bolzano / Bozen
1163,217,2021-02-23,1108,395,713,272,13,2,17,751,3,50,897,211,Provincia Autonoma Trento
1164,83,2021-02-23,9331,4411,4920,1776,309,157,169,5506,398,1016,8858,473,Puglia
1165,56,2021-02-23,1519,1010,509,602,191,330,89,6,301,0,1285,234,Sardegna
1166,1155,2021-02-23,8949,4689,4260,1267,103,1133,502,3996,1367,581,8459,490,Sicilia
1167,805,2021-02-23,7721,3324,4397,1491,530,1041,204,509,1114,2832,7560,161,Toscana
1168,2051,2021-02-23,1693,658,1035,1187,95,0,17,394,0,0,1651,42,Umbria
1169,1353,2021-02-23,216,123,93,0,1,164,0,0,35,16,216,0,Valle d'Aosta / Vallée d'Aoste
1170,413,2021-02-23,7353,3231,4122,1014,62,464,214,5348,69,182,7094,259,Veneto
1171,1169,2021-02-24,3304,1440,1864,391,17,324,247,1968,226,131,3128,176,Abruzzo
1172,82,2021-02-24,1803,743,1060,85,9,20,2,1686,1,0,1734,69,Basilicata
1173,1719,2021-02-24,1843,940,903,658,7,359,115,653,47,4,1368,475,Calabria
1174,695,2021-02-24,11763,4143,7620,845,192,436,141,5960,0,4189,11075,688,Campania
1175,2056,2021-02-24,9274,3543,5731,639,87,495,220,7770,0,63,8415,859,Emilia-Romagna
1176,1633,2021-02-24,2518,1082,1436,23,5,48,310,1835,0,297,2500,18,Friuli-Venezia Giulia
1177,272,2021-02-24,11995,5182,6813,1798,428,508,337,5197,1327,2400,11005,990,Lazio
1178,1524,2021-02-24,3758,1557,2201,804,92,182,154,2525,0,1,3499,259,Liguria
1179,843,2021-02-24,14633,5910,8723,3576,1442,306,1784,6320,1181,24,13710,923,Lombardia
1180,803,2021-02-24,3444,1506,1938,226,11,224,168,2811,3,1,3364,80,Marche
1181,1153,2021-02-24,666,278,388,242,61,44,44,274,0,1,333,333,Molise
1182,353,2021-02-24,11384,4618,6766,1843,586,726,407,5663,0,2159,10873,511,Piemonte
1183,1525,2021-02-24,1365,405,960,10,3,0,0,0,8,1344,1353,12,Provincia Autonoma Bolzano / Bozen
1184,625,2021-02-24,1318,523,795,236,5,7,29,974,1,66,922,396,Provincia Autonoma Trento
1185,334,2021-02-24,10009,4689,5320,1923,415,274,117,6359,365,556,9420,589,Puglia
1186,457,2021-02-24,2410,1292,1118,1193,311,303,301,3,299,0,2221,189,Sardegna
1187,1244,2021-02-24,9601,4870,4731,1423,80,1174,499,4028,1474,923,9005,596,Sicilia
1188,654,2021-02-24,10357,4460,5897,81,302,1267,301,4127,1331,2948,10160,197,Toscana
1189,277,2021-02-24,1520,565,955,1083,45,1,90,292,9,0,1505,15,Umbria
1190,262,2021-02-24,183,82,101,30,7,8,13,65,53,7,164,19,Valle d'Aosta / Vallée d'Aoste
1191,2004,2021-02-24,8624,3680,4944,1566,226,444,521,5589,264,14,8140,484,Veneto
1192,1674,2021-02-25,3086,1347,1739,615,29,528,18,1508,262,126,2558,528,Abruzzo
1193,1660,2021-02-25,1787,736,1051,67,2,12,0,1705,1,0,1741,46,Basilicata
1194,71,2021-02-25,2821,1519,1302,736,49,587,234,863,348,4,2242,579,Calabria
1195,613,2021-02-25,12422,4479,7943,803,119,907,124,5664,0,4805,11234,1188,Campania
1196,376,2021-02-25,9167,3478,5689,793,134,374,140,7631,0,95,8212,955,Emilia-Romagna
1197,796,2021-02-25,3074,1606,1468,22,4,125,188,1557,436,742,3049,25,Friuli-Venezia Giulia
1198,132,2021-02-25,12636,5514,7122,1754,434,776,489,5149,1423,2611,11590,1046,Lazio
1199,1560,2021-02-25,3439,1348,2091,550,91,122,88,2585,2,1,3310,129,Liguria
1200,949,2021-02-25,15144,6285,8859,2948,1289,332,1293,8056,1216,10,13600,1544,Lombardia
1201,833,2021-02-25,3563,1447,2116,432,6,207,423,2491,3,1,3384,179,Marche
1202,1802,2021-02-25,541,239,302,68,3,9,28,433,0,0,473,68,Molise
1203,1351,2021-02-25,12199,5244,6955,1439,592,1484,405,6320,1,1958,11651,548,Piemonte
1204,1173,2021-02-25,1498,549,949,22,5,335,0,731,0,405,1497,1,Provincia Autonoma Bolzano / Bozen
1205,1127,2021-02-25,1639,642,997,120,9,8,32,1376,1,93,1198,441,Provincia Autonoma Trento
1206,1142,2021-02-25,11883,5033,6850,1723,525,331,419,5781,725,2379,10727,1156,Puglia
1207,1804,2021-02-25,2899,1255,1644,1474,348,390,466,161,51,9,2293,606,Sardegna
1208,561,2021-02-25,10161,5277,4884,1771,49,1656,507,3981,1525,672,8981,1180,Sicilia
1209,259,2021-02-25,10592,4286,6306,1078,421,1281,259,3212,1142,3199,9598,994,Toscana
1210,1772,2021-02-25,1335,496,839,827,96,3,99,305,0,5,1283,52,Umbria
1211,1986,2021-02-25,201,101,100,6,3,154,11,0,25,2,194,7,Valle d'Aosta / Vallée d'Aoste
1212,1764,2021-02-25,7908,3342,4566,1542,255,297,472,4937,109,296,7306,602,Veneto
1213,150,2021-02-26,3920,1671,2249,1025,13,552,160,1651,257,262,2951,969,Abruzzo
1214,310,2021-02-26,2148,904,1244,88,93,12,1,1954,0,0,2069,79,Basilicata
1215,2009,2021-02-26,3079,1631,1448,539,57,631,407,1147,294,4,2611,468,Calabria
1216,1336,2021-02-26,13327,4228,9099,951,125,798,220,3403,1,7829,11992,1335,Campania
1217,772,2021-02-26,7670,2907,4763,1014,295,339,232,5478,0,312,6626,1044,Emilia-Romagna
1218,1815,2021-02-26,3739,2094,1645,75,26,115,453,1739,1032,299,3592,147,Friuli-Venezia Giulia
1219,960,2021-02-26,12894,5607,7287,1909,533,804,352,5171,1385,2740,11676,1218,Lazio
1220,1455,2021-02-26,3760,1521,2239,781,127,97,168,2585,0,2,3433,327,Liguria
1221,1814,2021-02-26,18212,7499,10713,3292,1658,274,1176,10484,1304,24,16364,1848,Lombardia
1222,1971,2021-02-26,3635,1502,2133,449,34,205,385,2519,4,39,3159,476,Marche
