,Unnamed: 0,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
1223,1396,2021-02-26,563,260,303,42,7,50,3,406,0,55,490,73,Molise
1224,2058,2021-02-26,12235,4909,7326,812,377,1068,487,6594,1,2896,11497,738,Piemonte
1225,390,2021-02-26,1393,496,897,62,32,112,2,852,0,333,1363,30,Provincia Autonoma Bolzano / Bozen
1226,583,2021-02-26,1217,435,782,249,12,11,19,820,1,105,914,303,Provincia Autonoma Trento
1227,455,2021-02-26,13607,4980,8627,2123,623,191,286,5125,602,4657,12582,1025,Puglia
1228,220,2021-02-26,2797,1107,1690,1224,509,561,221,203,74,5,2491,306,Sardegna
1229,1650,2021-02-26,12247,5977,6270,1837,74,1898,361,3891,1733,2453,10558,1689,Sicilia
1230,59,2021-02-26,10064,3824,6240,1557,637,1070,298,1801,1138,3563,8858,1206,Toscana
1231,206,2021-02-26,660,253,407,386,73,0,40,154,4,3,652,8,Umbria
1232,1083,2021-02-26,206,57,149,67,4,30,4,96,4,1,122,84,Valle d'Aosta / Vallée d'Aoste
1233,421,2021-02-26,8278,3261,5017,1733,206,871,742,4381,31,314,7027,1251,Veneto
1234,2080,2021-02-27,2809,1337,1472,253,23,162,123,732,642,874,2543,266,Abruzzo
1235,1747,2021-02-27,1986,856,1130,103,123,61,21,1678,0,0,1822,164,Basilicata
1236,732,2021-02-27,3680,1913,1767,421,37,551,395,1972,302,2,3302,378,Calabria
1237,379,2021-02-27,13943,4471,9472,825,285,1280,82,3160,0,8311,12301,1642,Campania
1238,2069,2021-02-27,10946,3988,6958,1721,177,321,114,7673,0,940,9214,1732,Emilia-Romagna
1239,125,2021-02-27,3422,1178,2244,203,140,32,0,1523,25,1499,3421,1,Friuli-Venezia Giulia
1240,1103,2021-02-27,11379,4248,7131,1358,399,486,515,4798,1120,2703,10426,953,Lazio
1241,1270,2021-02-27,1888,921,967,139,13,527,5,1204,0,0,1759,129,Liguria
1242,925,2021-02-27,13918,5860,8058,2083,1101,787,558,8250,1091,48,13273,645,Lombardia
1243,1542,2021-02-27,3374,1440,1934,186,9,163,161,2848,6,1,3165,209,Marche
1244,592,2021-02-27,1366,568,798,25,2,34,14,1290,0,1,1347,19,Molise
1245,169,2021-02-27,12665,4844,7821,882,464,517,232,7534,0,3036,12316,349,Piemonte
1246,535,2021-02-27,2457,759,1698,202,86,43,8,882,3,1233,2447,10,Provincia Autonoma Bolzano / Bozen
1247,1737,2021-02-27,1024,455,569,459,5,9,0,434,4,113,604,420,Provincia Autonoma Trento
1248,1603,2021-02-27,14103,4777,9326,1586,549,160,181,5111,345,6171,12924,1179,Puglia
1249,1342,2021-02-27,1920,647,1273,1059,291,88,306,176,0,0,1365,555,Sardegna
1250,1254,2021-02-27,12450,5570,6880,1515,72,2351,277,3843,1021,3371,11239,1211,Sicilia
1251,702,2021-02-27,1944,723,1221,1352,311,3,132,1,126,19,1042,902,Toscana
1252,1310,2021-02-27,1658,354,1304,14,11,0,13,0,60,1560,1642,16,Umbria
1253,451,2021-02-27,230,84,146,69,2,28,1,126,4,0,124,106,Valle d'Aosta / Vallée d'Aoste
1254,1198,2021-02-27,8977,2689,6288,2177,38,603,63,1956,12,4128,8128,849,Veneto
1255,103,2021-02-28,1707,511,1196,23,0,34,0,79,149,1422,1705,2,Abruzzo
1256,1638,2021-02-28,802,342,460,32,0,30,0,740,0,0,774,28,Basilicata
1257,381,2021-02-28,2168,983,1185,113,8,144,190,1707,6,0,2017,151,Calabria
1258,840,2021-02-28,10411,3206,7205,496,113,2047,22,2237,0,5496,8511,1900,Campania
1259,1827,2021-02-28,6815,2526,4289,1773,223,236,53,4222,4,304,4971,1844,Emilia-Romagna
1260,786,2021-02-28,2668,988,1680,234,162,1,0,405,378,1488,2273,395,Friuli-Venezia Giulia
1261,1583,2021-02-28,10224,3996,6228,1601,260,428,77,4577,682,2599,9710,514,Lazio
1262,837,2021-02-28,1060,581,479,12,1,570,3,474,0,0,1054,6,Liguria
1263,5,2021-02-28,7883,3254,4629,1106,694,1586,76,4308,82,31,7667,216,Lombardia
1264,35,2021-02-28,2840,1251,1589,19,0,18,0,2799,2,2,2834,6,Marche
1265,294,2021-02-28,828,331,497,38,1,4,27,758,0,0,786,42,Molise
1266,1611,2021-02-28,10804,4055,6749,642,344,167,53,6813,0,2785,10564,240,Piemonte
1267,1922,2021-02-28,242,121,121,231,0,0,0,0,0,11,242,0,Provincia Autonoma Trento
1268,1355,2021-02-28,5885,1786,4099,559,119,88,26,1484,194,3415,5699,186,Puglia
1269,514,2021-02-28,368,169,199,245,69,7,47,0,0,0,142,226,Sardegna
1270,287,2021-02-28,7180,3072,4108,871,33,1279,93,3291,254,1359,6550,630,Sicilia
1271,1380,2021-02-28,1649,667,982,1111,201,1,78,0,249,9,922,727,Toscana
1272,1248,2021-02-28,260,86,174,78,31,27,24,93,3,4,77,183,Valle d'Aosta / Vallée d'Aoste
1273,377,2021-02-28,4127,1382,2745,1703,30,1381,15,983,0,15,3290,837,Veneto
1274,349,2021-03-01,3489,1392,2097,698,29,264,174,1914,128,282,2725,764,Abruzzo
1275,1788,2021-03-01,540,279,261,121,50,79,4,169,67,50,376,164,Basilicata
1276,748,2021-03-01,2689,1534,1155,399,6,416,257,971,637,3,2239,450,Calabria
1277,888,2021-03-01,12122,4245,7877,1153,306,1665,147,3065,0,5786,8011,4111,Campania
1278,707,2021-03-01,10000,3549,6451,1820,265,332,433,5588,309,1253,7759,2241,Emilia-Romagna
1279,439,2021-03-01,2958,1042,1916,93,32,68,176,1636,4,949,2905,53,Friuli-Venezia Giulia
1280,1295,2021-03-01,16649,7112,9537,1555,527,1209,385,7988,1406,3579,12798,3851,Lazio
1281,903,2021-03-01,3498,1425,2073,528,62,58,105,2744,0,1,3376,122,Liguria
1282,1164,2021-03-01,18690,8181,10509,2700,1021,1602,913,10816,1609,29,16986,1704,Lombardia
1283,1508,2021-03-01,3727,1489,2238,387,6,171,82,2790,5,286,3480,247,Marche
1284,1954,2021-03-01,661,274,387,200,28,41,108,135,2,147,447,214,Molise
1285,312,2021-03-01,11711,4690,7021,1142,539,744,281,6602,0,2403,10899,812,Piemonte
1286,1691,2021-03-01,910,217,693,11,2,157,5,0,0,735,910,0,Provincia Autonoma Bolzano / Bozen
1287,648,2021-03-01,1237,454,783,74,1,17,10,1037,3,95,942,295,Provincia Autonoma Trento
1288,948,2021-03-01,15039,5836,9203,1965,482,427,83,6118,819,5145,13672,1367,Puglia
1289,289,2021-03-01,2160,1054,1106,1135,233,212,141,104,334,1,1501,659,Sardegna
1290,1941,2021-03-01,12979,6129,6850,1557,75,1735,392,4303,1764,3153,11320,1659,Sicilia
1291,1201,2021-03-01,4381,1667,2714,3192,593,10,137,3,421,25,741,3640,Toscana
1292,526,2021-03-01,1503,774,729,110,10,15,0,1249,118,1,1389,114,Umbria
1293,1495,2021-03-01,181,66,115,19,5,10,29,116,2,0,147,34,Valle d'Aosta / Vallée d'Aoste
1294,174,2021-03-01,9366,3701,5665,2024,145,995,923,2611,156,2512,7544,1822,Veneto
1295,1274,2021-03-02,3964,1676,2288,934,15,424,53,1857,276,405,3280,684,Abruzzo
1296,1372,2021-03-02,791,381,410,110,23,55,5,184,201,213,656,135,Basilicata
1297,1072,2021-03-02,4136,2395,1741,705,58,677,427,1390,877,2,3427,709,Calabria
1298,1025,2021-03-02,12745,4550,8195,1294,193,1978,147,3232,2,5899,8401,4344,Campania
1299,982,2021-03-02,11663,3832,7831,1940,334,455,224,5309,355,3046,9680,1983,Emilia-Romagna
1300,1622,2021-03-02,4220,1518,2702,1164,658,19,202,1538,5,634,2717,1503,Friuli-Venezia Giulia
1301,74,2021-03-02,16605,7185,9420,1808,357,1069,229,8110,1278,3754,12676,3929,Lazio
1302,898,2021-03-02,4073,1688,2385,726,60,126,76,3080,1,4,3763,310,Liguria
1303,1422,2021-03-02,22612,9611,13001,3071,1297,2902,2177,11257,1778,130,19582,3030,Lombardia
1304,922,2021-03-02,4965,1943,3022,589,24,251,242,3318,3,538,4399,566,Marche
1305,1901,2021-03-02,667,383,284,98,106,12,51,136,113,151,509,158,Molise
1306,1486,2021-03-02,11137,4477,6660,904,316,812,215,6388,0,2502,10320,817,Piemonte
1307,1039,2021-03-02,684,194,490,1,0,0,0,0,7,676,684,0,Provincia Autonoma Bolzano / Bozen
1308,446,2021-03-02,1300,439,861,137,16,24,53,924,1,145,923,377,Provincia Autonoma Trento
1309,590,2021-03-02,16273,6034,10239,1395,371,687,113,4287,1256,8164,14968,1305,Puglia
1310,1358,2021-03-02,2763,1423,1340,1047,277,454,278,321,384,2,1712,1051,Sardegna
1311,1742,2021-03-02,14956,6388,8568,2383,98,1831,501,4471,1338,4334,12131,2825,Sicilia
1312,1685,2021-03-02,10559,3776,6783,3170,431,598,131,1847,870,3512,7115,3444,Toscana
1313,681,2021-03-02,3638,1345,2293,318,223,51,55,1302,243,1446,3634,4,Umbria
1314,806,2021-03-02,339,166,173,17,1,103,39,109,65,5,336,3,Valle d'Aosta / Vallée d'Aoste
1315,1112,2021-03-02,11330,4553,6777,2770,437,1391,1173,3285,410,1864,8056,3274,Veneto
1316,521,2021-03-03,4629,1883,2746,1222,6,577,36,1587,346,855,3723,906,Abruzzo
1317,493,2021-03-03,1740,813,927,191,252,161,99,590,203,244,1184,556,Basilicata
1318,580,2021-03-03,4871,2655,2216,631,110,1047,917,1369,793,4,3808,1063,Calabria
1319,1838,2021-03-03,13918,5494,8424,2088,234,2459,156,4746,3,4232,7289,6629,Campania
1320,2041,2021-03-03,15696,5193,10503,2529,346,739,141,6800,340,4801,13254,2442,Emilia-Romagna
1321,1021,2021-03-03,3641,1627,2014,750,493,72,100,1330,469,427,2363,1278,Friuli-Venezia Giulia
1322,1285,2021-03-03,17109,7222,9887,2111,200,1177,379,8056,1249,3937,12819,4290,Lazio
1323,460,2021-03-03,4548,1825,2723,1029,118,128,288,2978,3,4,3555,993,Liguria
1324,1675,2021-03-03,26793,11452,15341,6388,1644,4788,1755,9885,1862,471,19524,7269,Lombardia
1325,1536,2021-03-03,6758,3091,3667,818,23,798,254,3133,949,783,5877,881,Marche
1326,1332,2021-03-03,672,316,356,63,1,4,48,384,45,127,590,82,Molise
1327,2077,2021-03-03,12062,4622,7440,1102,434,594,257,7023,0,2652,11240,822,Piemonte
1328,1306,2021-03-03,1166,391,775,12,5,9,6,345,51,738,1153,13,Provincia Autonoma Bolzano / Bozen
1329,403,2021-03-03,1653,621,1032,74,11,20,59,1267,19,203,1132,521,Provincia Autonoma Trento
1330,51,2021-03-03,16456,6604,9852,1988,453,384,192,5930,807,6702,14633,1823,Puglia
1331,168,2021-03-03,3744,2038,1706,1058,273,444,525,702,741,1,2606,1138,Sardegna
1332,677,2021-03-03,14704,6544,8160,2408,130,2201,507,4295,1330,3833,11619,3085,Sicilia
1333,37,2021-03-03,18094,6454,11640,3324,496,663,135,9132,898,3446,14491,3603,Toscana
1334,1314,2021-03-03,4436,1772,2664,720,236,53,86,1518,290,1533,3724,712,Umbria
1335,1530,2021-03-03,255,118,137,9,1,105,1,134,1,4,186,69,Valle d'Aosta / Vallée d'Aoste
1336,1716,2021-03-03,11965,4535,7430,3324,303,1104,1220,3372,310,2332,8472,3493,Veneto
1337,281,2021-03-04,5937,2359,3578,1171,14,521,93,2992,328,818,5015,922,Abruzzo
1338,874,2021-03-04,1872,889,983,217,107,136,66,842,263,241,1079,793,Basilicata
1339,642,2021-03-04,5389,3111,2278,646,105,1312,731,1540,1053,2,4593,796,Calabria
1340,1577,2021-03-04,14649,5348,9301,1901,289,1923,136,5562,1,4837,8756,5893,Campania
1341,1071,2021-03-04,16342,5320,11022,2601,483,717,239,6359,511,5432,13352,2990,Emilia-Romagna
1342,73,2021-03-04,3411,1578,1833,357,212,39,96,1815,491,401,2769,642,Friuli-Venezia Giulia
1343,1165,2021-03-04,18251,7765,10486,2798,211,1345,507,8170,1315,3905,13239,5012,Lazio
1344,1878,2021-03-04,4721,2111,2610,920,106,212,276,2921,282,4,3891,830,Liguria
1345,1376,2021-03-04,29140,12062,17078,6968,2273,4657,2119,10800,1947,376,20088,9052,Lombardia
1346,1654,2021-03-04,6623,2974,3649,1064,8,930,106,2800,946,769,5229,1394,Marche
1347,692,2021-03-04,850,417,433,252,18,6,69,469,36,0,526,324,Molise
1348,1280,2021-03-04,14472,5725,8747,2187,872,1092,609,7523,0,2189,11517,2955,Piemonte
1349,1507,2021-03-04,1703,998,705,301,79,527,39,40,455,262,1474,229,Provincia Autonoma Bolzano / Bozen
1350,255,2021-03-04,2351,790,1561,161,24,53,23,1725,19,346,1572,779,Provincia Autonoma Trento
1351,1327,2021-03-04,15008,5850,9158,1527,405,512,322,4728,1231,6283,13631,1377,Puglia
1352,1277,2021-03-04,3949,1923,2026,955,306,553,525,1094,474,42,2746,1203,Sardegna
1353,877,2021-03-04,15212,6558,8654,2811,187,2634,698,3928,1124,3830,11008,4204,Sicilia
1354,366,2021-03-04,17507,6669,10838,2816,275,1397,274,8185,865,3695,14431,3076,Toscana
1355,1458,2021-03-04,4482,1852,2630,849,164,72,4,1559,368,1466,3654,828,Umbria
1356,1703,2021-03-04,291,139,152,56,13,44,2,160,14,2,42,249,Valle d'Aosta / Vallée d'Aoste
1357,1370,2021-03-04,12736,4717,8019,3126,380,1260,1385,3406,352,2827,9318,3418,Veneto
1358,1683,2021-03-05,5262,1938,3324,561,10,447,108,2582,202,1352,4564,698,Abruzzo
1359,1701,2021-03-05,1849,855,994,298,123,104,72,689,254,309,1104,745,Basilicata
1360,337,2021-03-05,6171,3565,2606,696,33,1557,710,1856,1314,5,5595,576,Calabria
1361,2064,2021-03-05,16473,6346,10127,1681,224,2364,64,6349,4,5787,9814,6659,Campania
1362,53,2021-03-05,17565,5717,11848,3069,620,874,253,6280,531,5938,14168,3397,Emilia-Romagna
1363,1856,2021-03-05,3737,1478,2259,1049,652,42,70,1735,43,146,2664,1073,Friuli-Venezia Giulia
1364,1347,2021-03-05,18506,7806,10700,2728,171,1574,256,8485,1323,3969,13785,4721,Lazio
1365,2001,2021-03-05,4861,2147,2714,795,65,267,81,3336,312,5,3737,1124,Liguria
1366,1850,2021-03-05,28645,11806,16839,7116,2495,4450,1508,10771,1900,405,20375,8270,Lombardia
1367,1480,2021-03-05,6288,2954,3334,1128,13,864,143,2378,960,802,4821,1467,Marche
1368,1532,2021-03-05,1219,649,570,322,1,54,0,618,151,73,1015,204,Molise
1369,1178,2021-03-05,15252,5953,9299,2540,1098,923,654,7665,1,2371,11435,3817,Piemonte
1370,774,2021-03-05,1801,612,1189,337,95,292,59,770,9,239,1359,442,Provincia Autonoma Bolzano / Bozen
1371,22,2021-03-05,2225,700,1525,126,67,46,102,953,158,773,1653,572,Provincia Autonoma Trento
1372,110,2021-03-05,17012,6773,10239,2302,570,619,273,5231,1022,6995,14851,2161,Puglia
1373,778,2021-03-05,4963,2430,2533,1692,775,588,669,570,659,10,2675,2288,Sardegna
1374,875,2021-03-05,15947,6877,9070,3192,177,2348,720,4002,1423,4085,11622,4325,Sicilia
1375,1646,2021-03-05,16401,6299,10102,3921,926,1485,170,5208,819,3872,11661,4740,Toscana
1376,812,2021-03-05,4590,1379,3211,604,296,92,7,689,348,2554,3934,656,Umbria
1377,992,2021-03-05,275,124,151,51,8,60,13,138,0,5,53,222,Valle d'Aosta / Vallée d'Aoste
1378,1899,2021-03-05,13167,4906,8261,3438,267,1724,1415,3085,285,2953,9585,3582,Veneto
1379,164,2021-03-06,4174,1354,2820,432,24,344,52,1748,15,1559,3604,570,Abruzzo
1380,632,2021-03-06,1350,534,816,296,118,52,57,383,185,259,756,594,Basilicata
1381,1572,2021-03-06,7953,4059,3894,702,69,1804,758,3798,816,6,7197,756,Calabria
1382,1755,2021-03-06,16297,6747,9550,993,132,1359,172,7128,1027,5486,10630,5667,Campania
1383,319,2021-03-06,20407,5833,14574,2671,269,717,41,5865,517,10327,17716,2691,Emilia-Romagna
1384,760,2021-03-06,3491,1194,2297,182,148,111,1,1565,20,1464,3165,326,Friuli-Venezia Giulia
1385,1126,2021-03-06,17993,6907,11086,3681,113,1252,327,7916,932,3772,13739,4254,Lazio
1386,1550,2021-03-06,3302,1841,1461,377,12,782,120,1537,473,1,2597,705,Liguria
1387,1030,2021-03-06,21260,9067,12193,4751,1850,4336,444,7505,1025,1349,16744,4516,Lombardia
1388,1262,2021-03-06,5732,2647,3085,973,4,833,125,2400,650,747,4464,1268,Marche
1389,1319,2021-03-06,1728,807,921,156,15,10,0,1395,152,0,1569,159,Molise
1390,1736,2021-03-06,13977,5205,8772,2261,771,358,462,7431,0,2694,11188,2789,Piemonte
1391,392,2021-03-06,3965,2078,1887,479,161,712,7,1968,257,381,3753,212,Provincia Autonoma Bolzano / Bozen
1392,769,2021-03-06,772,276,496,361,10,6,0,195,5,195,621,151,Provincia Autonoma Trento
1393,815,2021-03-06,15778,5891,9887,2102,359,374,71,5358,479,7035,13812,1966,Puglia
1394,335,2021-03-06,2638,1079,1559,1108,543,393,467,12,79,36,857,1781,Sardegna
1395,1596,2021-03-06,12942,5177,7765,2003,127,1878,758,3888,638,3650,10036,2906,Sicilia
1396,1996,2021-03-06,7096,2839,4257,3804,482,1132,145,30,357,1146,2905,4191,Toscana
1397,1702,2021-03-06,4260,1110,3150,422,178,71,26,1121,120,2322,4117,143,Umbria
1398,1070,2021-03-06,22,4,18,13,0,0,5,4,0,0,22,0,Valle d'Aosta / Vallée d'Aoste
1399,190,2021-03-06,10513,4256,6257,2979,48,2650,1490,1972,46,1328,7315,3198,Veneto
1400,1470,2021-03-07,2523,630,1893,28,0,210,0,461,1,1823,2523,0,Abruzzo
1401,1498,2021-03-07,882,308,574,39,12,6,4,328,22,471,844,38,Basilicata
1402,402,2021-03-07,3131,1561,1570,105,0,655,348,1674,347,2,3042,89,Calabria
1403,1991,2021-03-07,11911,5344,6567,533,109,1302,85,4019,1512,4351,8070,3841,Campania
1404,849,2021-03-07,6544,2440,4104,1454,321,420,22,2564,514,1249,5027,1517,Emilia-Romagna
1405,1607,2021-03-07,2537,926,1611,1,1,157,0,143,453,1782,2536,1,Friuli-Venezia Giulia
1406,344,2021-03-07,14058,5419,8639,1201,24,1207,148,7249,696,3533,10469,3589,Lazio
1407,1613,2021-03-07,1858,1085,773,184,8,516,258,508,383,1,1557,301,Liguria
1408,1232,2021-03-07,11795,5250,6545,2998,895,2092,73,4523,552,662,9243,2552,Lombardia
1409,1051,2021-03-07,5183,2108,3075,607,2,355,0,3007,316,896,4430,753,Marche
1410,11,2021-03-07,1131,501,630,2,16,0,0,1113,0,0,1129,2,Molise
1411,1487,2021-03-07,11961,4652,7309,1322,727,419,111,7333,0,2049,11080,881,Piemonte
1412,1350,2021-03-07,114,13,101,59,28,23,0,3,0,1,9,105,Provincia Autonoma Bolzano / Bozen
1413,428,2021-03-07,22,6,16,0,0,0,0,0,0,22,22,0,Provincia Autonoma Trento
1414,69,2021-03-07,4910,1937,2973,930,48,135,2,1621,323,1851,4340,570,Puglia
1415,1345,2021-03-07,1657,750,907,323,227,15,78,1012,0,2,1117,540,Sardegna
1416,630,2021-03-07,9279,3465,5814,968,62,908,431,3396,216,3298,8195,1084,Sicilia
1417,917,2021-03-07,5648,2356,3292,3103,511,586,123,15,536,774,2106,3542,Toscana
1418,959,2021-03-07,845,180,665,17,68,14,25,45,0,676,838,7,Umbria
1419,503,2021-03-07,64,30,34,16,3,16,0,26,2,1,11,53,Valle d'Aosta / Vallée d'Aoste
1420,1106,2021-03-07,4453,1742,2711,1692,2,924,23,983,0,829,3900,553,Veneto
1421,487,2021-03-08,5127,1669,3458,1190,30,477,112,1019,104,2195,4153,974,Abruzzo
1422,126,2021-03-08,1450,707,743,221,126,126,38,410,256,273,840,610,Basilicata
1423,183,2021-03-08,5322,2821,2501,708,25,1793,453,1517,823,3,4264,1058,Calabria
1424,1800,2021-03-08,14536,6715,7821,888,245,2179,70,4863,1334,4957,9760,4776,Campania
1425,532,2021-03-08,11508,4565,6943,2297,390,640,295,4274,1275,2337,8887,2621,Emilia-Romagna
1426,347,2021-03-08,4041,1574,2467,694,366,176,140,2190,39,436,1953,2088,Friuli-Venezia Giulia
1427,94,2021-03-08,19880,8221,11659,2451,120,2062,380,9056,1102,4709,14618,5262,Lazio
1428,1016,2021-03-08,5617,2456,3161,1122,171,364,80,3567,306,7,3933,1684,Liguria
1429,1684,2021-03-08,29449,11052,18397,6544,1973,2447,1070,11312,1575,4528,22449,7000,Lombardia
1430,1897,2021-03-08,6366,2807,3559,768,14,604,219,3102,644,1015,5364,1002,Marche
1431,1602,2021-03-08,1376,522,854,359,44,61,23,409,76,404,1236,140,Molise
1432,189,2021-03-08,13907,5274,8633,2040,892,538,413,7397,0,2627,11195,2712,Piemonte
1433,886,2021-03-08,1200,526,674,23,10,278,166,720,0,3,1173,27,Provincia Autonoma Bolzano / Bozen
1434,638,2021-03-08,1397,433,964,65,15,21,0,1012,7,277,1044,353,Provincia Autonoma Trento
1435,342,2021-03-08,14580,6044,8536,2098,527,545,204,6747,522,3937,12202,2378,Puglia
1436,939,2021-03-08,4000,1785,2215,740,492,669,649,853,444,153,2781,1219,Sardegna
1437,1517,2021-03-08,13506,5781,7725,2012,113,1994,626,3840,920,4001,10692,2814,Sicilia
1438,229,2021-03-08,6344,2610,3734,4063,746,990,190,65,282,8,1525,4819,Toscana
1439,1041,2021-03-08,3666,1798,1868,140,273,81,45,2855,230,42,2303,1363,Umbria
1440,1948,2021-03-08,481,231,250,28,1,80,13,343,15,1,237,244,Valle d'Aosta / Vallée d'Aoste
1441,1966,2021-03-08,13464,6140,7324,709,56,1170,384,7160,1040,2945,9426,4038,Veneto
1442,730,2021-03-09,5170,1795,3375,988,21,507,84,1320,204,2046,4231,939,Abruzzo
1443,787,2021-03-09,1391,706,685,222,47,48,33,545,258,238,787,604,Basilicata
1444,1311,2021-03-09,5824,3032,2792,803,23,1918,419,1769,874,18,4847,977,Calabria
1445,1932,2021-03-09,13839,6619,7220,797,266,2762,184,4495,1148,4187,10058,3781,Campania
1446,1968,2021-03-09,14360,5785,8575,1023,240,706,180,7570,1078,3563,10420,3940,Emilia-Romagna
1447,1316,2021-03-09,3862,1590,2272,657,420,102,195,2004,60,424,1109,2753,Friuli-Venezia Giulia
1448,1046,2021-03-09,20820,8920,11900,3379,104,2188,338,8964,1230,4617,15627,5193,Lazio
1449,1890,2021-03-09,5804,2701,3103,1031,148,504,131,3457,533,0,4379,1425,Liguria
1450,1877,2021-03-09,33069,12771,20298,6062,2534,3212,2341,12055,1427,5438,25655,7414,Lombardia
1451,394,2021-03-09,5532,2375,3157,754,8,463,36,2588,613,1070,4643,889,Marche
1452,1400,2021-03-09,1329,579,750,199,1,109,0,409,218,393,1177,152,Molise
1453,160,2021-03-09,13878,5394,8484,1682,850,716,357,7955,0,2318,11536,2342,Piemonte
1454,1537,2021-03-09,1194,543,651,29,6,96,22,922,72,47,1192,2,Provincia Autonoma Bolzano / Bozen
1455,2057,2021-03-09,1566,584,982,97,42,14,29,1092,92,200,932,634,Provincia Autonoma Trento
1456,2088,2021-03-09,13140,5738,7402,1863,494,389,225,5622,1006,3541,11146,1994,Puglia
1457,131,2021-03-09,5149,2371,2778,1055,368,528,285,2271,332,310,4419,730,Sardegna
1458,1226,2021-03-09,13064,5494,7570,1595,132,2175,585,3947,939,3691,10689,2375,Sicilia
1459,696,2021-03-09,10587,4089,6498,4806,905,1179,180,3292,214,11,5035,5552,Toscana
1460,27,2021-03-09,4029,1951,2078,143,549,131,106,2912,165,23,2737,1292,Umbria
1461,1630,2021-03-09,204,96,108,2,0,79,23,36,39,25,172,32,Valle d'Aosta / Vallée d'Aoste
1462,100,2021-03-09,16409,7362,9047,1261,142,1836,720,8543,963,2944,10135,6274,Veneto
1463,513,2021-03-10,4951,1640,3311,736,29,426,242,1519,127,1872,3994,957,Abruzzo
1464,104,2021-03-10,1650,814,836,101,46,64,33,877,256,273,811,839,Basilicata
1465,927,2021-03-10,6445,3280,3165,743,42,2312,586,2021,677,64,5252,1193,Calabria
1466,1758,2021-03-10,15240,7374,7866,704,240,2311,26,8433,1058,2468,8411,6829,Campania
1467,290,2021-03-10,18422,7482,10940,1312,218,1032,129,9922,1280,4529,12799,5623,Emilia-Romagna
1468,675,2021-03-10,3362,1494,1868,306,244,128,207,1973,309,195,1570,1792,Friuli-Venezia Giulia
1469,1489,2021-03-10,21861,9405,12456,4074,143,2492,452,8904,1179,4617,16226,5635,Lazio
1470,744,2021-03-10,5756,2782,2974,823,94,700,95,3627,416,1,3852,1904,Liguria
1471,305,2021-03-10,32979,12637,20342,6858,2513,3019,2026,11591,1531,5441,25208,7771,Lombardia
1472,586,2021-03-10,5783,2490,3293,721,22,799,101,2675,424,1041,4646,1137,Marche
1473,438,2021-03-10,1737,720,1017,188,3,92,1,757,187,509,1687,50,Molise
1474,1853,2021-03-10,13469,5083,8386,1663,732,641,279,7934,0,2220,11175,2294,Piemonte
1475,1729,2021-03-10,1176,448,728,655,8,182,0,134,80,117,1033,143,Provincia Autonoma Bolzano / Bozen
1476,355,2021-03-10,2397,925,1472,353,36,25,25,1421,221,316,1474,923,Provincia Autonoma Trento
1477,2039,2021-03-10,14362,6227,8135,2596,910,340,355,6482,601,3078,11247,3115,Puglia
1478,1727,2021-03-10,6005,2915,3090,719,383,516,414,2981,657,335,5153,852,Sardegna
1479,1433,2021-03-10,13843,5882,7961,1479,134,2868,933,4064,646,3719,11453,2390,Sicilia
1480,1255,2021-03-10,17867,7009,10858,3005,850,1384,271,12129,214,14,13861,4006,Toscana
1481,1696,2021-03-10,3985,1908,2077,122,745,113,157,2564,209,75,2729,1256,Umbria
1482,785,2021-03-10,436,182,254,9,0,67,17,337,6,0,225,211,Valle d'Aosta / Vallée d'Aoste
1483,383,2021-03-10,18853,8568,10285,1456,68,2467,559,9055,1101,4147,13166,5687,Veneto
1484,651,2021-03-11,5429,2190,3239,1327,39,519,241,1539,199,1565,4290,1139,Abruzzo
1485,1354,2021-03-11,1783,919,864,163,63,99,77,905,253,223,824,959,Basilicata
1486,1294,2021-03-11,6877,3278,3599,934,25,2039,570,2380,329,600,5621,1256,Calabria
1487,860,2021-03-11,17573,8666,8907,1048,254,3013,105,8933,1384,2836,10297,7276,Campania
1488,2026,2021-03-11,17001,6972,10029,1132,294,1456,276,8810,1220,3813,11173,5828,Emilia-Romagna
1489,1258,2021-03-11,3327,1393,1934,262,109,47,287,2014,104,504,1578,1749,Friuli-Venezia Giulia
1490,686,2021-03-11,23658,10519,13139,4844,124,3027,440,9260,1526,4437,17434,6224,Lazio
1491,1193,2021-03-11,6203,2981,3222,1142,108,511,260,3681,499,2,4201,2002,Liguria
1492,976,2021-03-11,35954,13384,22570,5810,2389,2632,2169,15082,1216,6656,26152,9802,Lombardia
1493,1718,2021-03-11,6832,2930,3902,1094,11,911,38,3227,403,1148,5461,1371,Marche
1494,1651,2021-03-11,1462,636,826,42,2,22,14,698,185,499,1456,6,Molise
1495,792,2021-03-11,13636,4996,8640,2310,809,635,381,7329,0,2172,10546,3090,Piemonte
1496,105,2021-03-11,1682,823,859,89,97,482,73,367,239,335,1143,539,Provincia Autonoma Bolzano / Bozen
1497,1510,2021-03-11,2279,845,1434,103,50,65,41,1570,59,391,1448,831,Provincia Autonoma Trento
1498,1457,2021-03-11,14318,6166,8152,2901,754,444,515,5224,804,3676,11216,3102,Puglia
