,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
1287,2021-03-01,1235,453,782,74,1,17,10,1035,3,95,937,298,Provincia Autonoma Trento
1288,2021-03-01,15035,5833,9202,1963,481,444,83,6100,819,5145,13668,1367,Puglia
1289,2021-03-01,2160,1054,1106,1135,233,212,141,104,334,1,1501,659,Sardegna
1290,2021-03-01,12978,6129,6849,1557,75,1735,392,4302,1764,3153,11319,1659,Sicilia
1291,2021-03-01,4381,1667,2714,3192,593,10,137,3,421,25,741,3640,Toscana
1292,2021-03-01,1503,774,729,110,10,15,0,1249,118,1,1389,114,Umbria
1293,2021-03-01,181,66,115,19,5,10,29,116,2,0,147,34,Valle d'Aosta / Vallée d'Aoste
1294,2021-03-01,9358,3699,5659,2024,145,987,923,2611,156,2512,7536,1822,Veneto
1295,2021-03-02,3964,1676,2288,934,15,424,53,1857,276,405,3280,684,Abruzzo
1296,2021-03-02,791,381,410,110,23,55,5,184,201,213,656,135,Basilicata
1297,2021-03-02,4135,2394,1741,705,58,677,427,1390,876,2,3426,709,Calabria
1298,2021-03-02,12745,4550,8195,1294,193,1978,147,3232,2,5899,8401,4344,Campania
1299,2021-03-02,11656,3830,7826,1933,333,457,224,5308,355,3046,9681,1975,Emilia-Romagna
1300,2021-03-02,4218,1518,2700,1163,657,19,202,1538,5,634,2715,1503,Friuli-Venezia Giulia
1301,2021-03-02,16605,7185,9420,1808,357,1069,229,8110,1278,3754,12676,3929,Lazio
1302,2021-03-02,4073,1688,2385,726,60,126,76,3080,1,4,3763,310,Liguria
1303,2021-03-02,22559,9598,12961,3063,1297,2899,2147,11245,1778,130,19561,2998,Lombardia
1304,2021-03-02,4965,1943,3022,589,24,251,242,3318,3,538,4399,566,Marche
1305,2021-03-02,667,383,284,98,106,12,51,136,113,151,509,158,Molise
1306,2021-03-02,11135,4477,6658,904,316,812,215,6386,0,2502,10318,817,Piemonte
1307,2021-03-02,681,193,488,1,0,0,0,0,7,673,681,0,Provincia Autonoma Bolzano / Bozen
1308,2021-03-02,1299,438,861,133,16,28,53,924,0,145,909,390,Provincia Autonoma Trento
1309,2021-03-02,16269,6033,10236,1396,371,688,113,4288,1250,8163,14963,1306,Puglia
1310,2021-03-02,2761,1423,1338,1045,277,454,278,321,384,2,1712,1049,Sardegna
1311,2021-03-02,14956,6388,8568,2383,98,1831,501,4471,1338,4334,12131,2825,Sicilia
1312,2021-03-02,10552,3774,6778,3170,431,598,131,1840,870,3512,7108,3444,Toscana
1313,2021-03-02,3638,1345,2293,318,223,51,55,1302,243,1446,3634,4,Umbria
1314,2021-03-02,339,166,173,17,1,103,39,109,65,5,336,3,Valle d'Aosta / Vallée d'Aoste
1315,2021-03-02,11326,4551,6775,2770,437,1386,1173,3285,411,1864,8052,3274,Veneto
1316,2021-03-03,4629,1883,2746,1222,6,577,36,1587,346,855,3723,906,Abruzzo
1317,2021-03-03,1740,813,927,191,252,161,99,590,203,244,1184,556,Basilicata
1318,2021-03-03,4870,2655,2215,631,110,1047,917,1368,793,4,3807,1063,Calabria
1319,2021-03-03,13918,5494,8424,2088,234,2459,156,4746,3,4232,7289,6629,Campania
1320,2021-03-03,15681,5189,10492,2529,346,727,141,6799,340,4799,13238,2443,Emilia-Romagna
1321,2021-03-03,3640,1626,2014,750,493,72,100,1329,469,427,2362,1278,Friuli-Venezia Giulia
1322,2021-03-03,17109,7222,9887,2111,200,1177,379,8056,1249,3937,12819,4290,Lazio
1323,2021-03-03,4548,1825,2723,1029,118,127,288,2978,3,5,3555,993,Liguria
1324,2021-03-03,26685,11406,15279,6377,1641,4781,1676,9877,1862,471,19447,7238,Lombardia
1325,2021-03-03,6758,3091,3667,818,23,798,254,3133,949,783,5877,881,Marche
1326,2021-03-03,672,316,356,63,1,4,48,384,45,127,590,82,Molise
1327,2021-03-03,12059,4621,7438,1102,434,594,257,7020,0,2652,11238,821,Piemonte
1328,2021-03-03,1163,391,772,12,5,9,6,345,51,735,1150,13,Provincia Autonoma Bolzano / Bozen
1329,2021-03-03,1653,621,1032,73,11,21,59,1267,19,203,1095,558,Provincia Autonoma Trento
1330,2021-03-03,16450,6602,9848,1988,451,401,192,5913,807,6698,14629,1821,Puglia
1331,2021-03-03,3742,2036,1706,1058,273,443,525,702,740,1,2604,1138,Sardegna
1332,2021-03-03,14702,6544,8158,2408,130,2201,507,4295,1330,3831,11617,3085,Sicilia
1333,2021-03-03,18068,6442,11626,3318,496,662,135,9113,898,3446,14471,3597,Toscana
1334,2021-03-03,4436,1772,2664,720,236,53,86,1518,290,1533,3724,712,Umbria
1335,2021-03-03,255,118,137,9,1,105,1,134,1,4,186,69,Valle d'Aosta / Vallée d'Aoste
1336,2021-03-03,11950,4527,7423,3323,303,1099,1211,3372,310,2332,8457,3493,Veneto
1337,2021-03-04,5937,2359,3578,1171,14,521,93,2992,328,818,5015,922,Abruzzo
1338,2021-03-04,1872,889,983,217,107,136,66,842,263,241,1079,793,Basilicata
1339,2021-03-04,5385,3107,2278,646,105,1309,731,1540,1052,2,4589,796,Calabria
1340,2021-03-04,14645,5346,9299,1900,289,1922,136,5562,1,4835,8752,5893,Campania
1341,2021-03-04,16336,5319,11017,2600,482,717,239,6356,511,5431,13348,2988,Emilia-Romagna
1342,2021-03-04,3410,1578,1832,357,212,38,96,1815,491,401,2768,642,Friuli-Venezia Giulia
1343,2021-03-04,18235,7757,10478,2788,211,1345,507,8164,1315,3905,13224,5011,Lazio
1344,2021-03-04,4721,2111,2610,920,106,212,276,2921,282,4,3891,830,Liguria
1345,2021-03-04,28931,11971,16960,6914,2189,4656,2059,10790,1947,376,20021,8910,Lombardia
1346,2021-03-04,6623,2974,3649,1064,8,930,106,2800,946,769,5229,1394,Marche
1347,2021-03-04,850,417,433,252,18,6,69,469,36,0,526,324,Molise
1348,2021-03-04,14425,5716,8709,2170,870,1092,581,7523,0,2189,11517,2908,Piemonte
1349,2021-03-04,1700,996,704,301,79,527,39,40,453,261,1471,229,Provincia Autonoma Bolzano / Bozen
1350,2021-03-04,2350,789,1561,160,23,56,23,1723,19,346,1501,849,Provincia Autonoma Trento
1351,2021-03-04,14991,5843,9148,1542,389,509,322,4721,1230,6278,13615,1376,Puglia
1352,2021-03-04,3887,1894,1993,955,306,553,463,1094,474,42,2739,1148,Sardegna
1353,2021-03-04,15210,6556,8654,2811,186,2634,698,3928,1124,3829,11006,4204,Sicilia
1354,2021-03-04,17485,6660,10825,2816,275,1397,274,8163,865,3695,14409,3076,Toscana
1355,2021-03-04,4481,1852,2629,849,164,72,4,1558,368,1466,3653,828,Umbria
1356,2021-03-04,291,139,152,56,13,44,2,160,14,2,42,249,Valle d'Aosta / Vallée d'Aoste
1357,2021-03-04,12733,4715,8018,3126,380,1259,1383,3406,352,2827,9316,3417,Veneto
1358,2021-03-05,5262,1938,3324,561,10,447,108,2582,202,1352,4564,698,Abruzzo
1359,2021-03-05,1849,855,994,298,123,104,72,689,254,309,1104,745,Basilicata
1360,2021-03-05,6168,3563,2605,695,33,1557,710,1854,1314,5,5593,575,Calabria
1361,2021-03-05,16474,6348,10126,1682,224,2365,64,6348,4,5787,9814,6660,Campania
1362,2021-03-05,17556,5714,11842,3063,620,873,254,6277,531,5938,14161,3395,Emilia-Romagna
1363,2021-03-05,3736,1477,2259,1048,652,42,70,1735,43,146,2663,1073,Friuli-Venezia Giulia
1364,2021-03-05,18504,7804,10700,2726,171,1574,256,8485,1323,3969,13783,4721,Lazio
1365,2021-03-05,4861,2147,2714,798,65,264,81,3336,312,5,3737,1124,Liguria
1366,2021-03-05,28364,11709,16655,7037,2457,4445,1480,10640,1900,405,20204,8160,Lombardia
1367,2021-03-05,6287,2953,3334,1128,13,864,143,2377,960,802,4820,1467,Marche
1368,2021-03-05,1219,649,570,322,1,54,0,618,151,73,1015,204,Molise
1369,2021-03-05,15252,5953,9299,2540,1098,924,654,7665,0,2371,11435,3817,Piemonte
1370,2021-03-05,1796,610,1186,337,95,292,58,766,9,239,1354,442,Provincia Autonoma Bolzano / Bozen
1371,2021-03-05,2214,696,1518,126,67,52,102,942,158,767,1615,599,Provincia Autonoma Trento
1372,2021-03-05,16988,6770,10218,2322,544,681,273,5223,1022,6923,14827,2161,Puglia
1373,2021-03-05,4963,2430,2533,1692,775,588,669,570,659,10,2675,2288,Sardegna
1374,2021-03-05,15910,6861,9049,3191,153,2348,712,3998,1423,4085,11585,4325,Sicilia
1375,2021-03-05,16393,6296,10097,3921,926,1484,170,5201,819,3872,11653,4740,Toscana
1376,2021-03-05,4588,1379,3209,604,296,92,7,687,348,2554,3932,656,Umbria
1377,2021-03-05,275,124,151,51,8,60,13,138,0,5,53,222,Valle d'Aosta / Vallée d'Aoste
1378,2021-03-05,13166,4905,8261,3438,267,1724,1415,3084,285,2953,9585,3581,Veneto
1379,2021-03-06,4174,1354,2820,432,24,344,52,1748,15,1559,3604,570,Abruzzo
1380,2021-03-06,1350,534,816,296,118,52,57,383,185,259,756,594,Basilicata
1381,2021-03-06,7948,4054,3894,702,69,1803,758,3796,814,6,7193,755,Calabria
1382,2021-03-06,16296,6747,9549,993,132,1359,171,7128,1027,5486,10629,5667,Campania
1383,2021-03-06,20383,5830,14553,2671,269,716,40,5863,517,10307,17692,2691,Emilia-Romagna
1384,2021-03-06,3490,1194,2296,182,148,111,1,1564,20,1464,3164,326,Friuli-Venezia Giulia
1385,2021-03-06,17985,6905,11080,3679,113,1252,327,7910,932,3772,13731,4254,Lazio
1386,2021-03-06,3302,1841,1461,377,12,782,120,1537,473,1,2597,705,Liguria
1387,2021-03-06,21193,9043,12150,4751,1850,4325,438,7457,1025,1347,16683,4510,Lombardia
1388,2021-03-06,5731,2646,3085,973,4,833,125,2400,649,747,4463,1268,Marche
1389,2021-03-06,1728,807,921,156,15,10,0,1395,152,0,1569,159,Molise
1390,2021-03-06,13976,5204,8772,2261,771,358,462,7430,0,2694,11187,2789,Piemonte
1391,2021-03-06,3953,2072,1881,479,161,712,7,1956,257,381,3740,213,Provincia Autonoma Bolzano / Bozen
1392,2021-03-06,772,276,496,361,10,6,0,195,5,195,620,152,Provincia Autonoma Trento
1393,2021-03-06,15773,5887,9886,2116,339,434,70,5355,479,6980,13808,1965,Puglia
1394,2021-03-06,2637,1079,1558,1106,542,401,461,12,79,36,857,1780,Sardegna
1395,2021-03-06,12941,5176,7765,2003,127,1878,758,3887,638,3650,10035,2906,Sicilia
1396,2021-03-06,7096,2839,4257,3804,482,1132,145,30,357,1146,2905,4191,Toscana
1397,2021-03-06,4257,1109,3148,422,178,70,26,1119,120,2322,4114,143,Umbria
1398,2021-03-06,22,4,18,13,0,0,5,4,0,0,22,0,Valle d'Aosta / Vallée d'Aoste
1399,2021-03-06,10509,4255,6254,2978,48,2649,1488,1972,46,1328,7313,3196,Veneto
1400,2021-03-07,2523,630,1893,28,0,210,0,461,1,1823,2523,0,Abruzzo
1401,2021-03-07,882,308,574,39,12,6,4,328,22,471,844,38,Basilicata
1402,2021-03-07,3131,1561,1570,105,0,655,348,1674,347,2,3042,89,Calabria
1403,2021-03-07,11911,5344,6567,533,109,1302,85,4019,1512,4351,8070,3841,Campania
1404,2021-03-07,6534,2437,4097,1453,321,415,22,2560,514,1249,5018,1516,Emilia-Romagna
1405,2021-03-07,2537,926,1611,1,1,157,0,143,453,1782,2536,1,Friuli-Venezia Giulia
1406,2021-03-07,14052,5416,8636,1201,24,1207,148,7243,696,3533,10463,3589,Lazio
1407,2021-03-07,1858,1085,773,184,8,516,258,508,383,1,1557,301,Liguria
1408,2021-03-07,11788,5248,6540,2998,895,2088,73,4523,552,659,9236,2552,Lombardia
1409,2021-03-07,5183,2108,3075,607,2,355,0,3007,316,896,4430,753,Marche
1410,2021-03-07,1131,501,630,2,16,0,0,1113,0,0,1129,2,Molise
1411,2021-03-07,11960,4652,7308,1322,727,419,111,7332,0,2049,11079,881,Piemonte
1412,2021-03-07,114,13,101,59,28,23,0,3,0,1,9,105,Provincia Autonoma Bolzano / Bozen
1413,2021-03-07,22,6,16,0,0,0,0,0,0,22,22,0,Provincia Autonoma Trento
1414,2021-03-07,4910,1937,2973,930,48,189,2,1621,323,1797,4340,570,Puglia
1415,2021-03-07,1657,750,907,323,227,16,78,1011,0,2,1118,539,Sardegna
1416,2021-03-07,9278,3464,5814,968,62,908,431,3395,216,3298,8194,1084,Sicilia
1417,2021-03-07,5647,2356,3291,3102,511,586,123,15,536,774,2106,3541,Toscana
1418,2021-03-07,845,180,665,17,68,14,25,45,0,676,838,7,Umbria
1419,2021-03-07,64,30,34,16,3,16,0,26,2,1,11,53,Valle d'Aosta / Vallée d'Aoste
1420,2021-03-07,4449,1739,2710,1692,2,926,17,983,0,829,3894,555,Veneto
1421,2021-03-08,5127,1669,3458,1190,30,477,112,1019,104,2195,4153,974,Abruzzo
1422,2021-03-08,1450,707,743,221,126,126,38,410,256,273,840,610,Basilicata
1423,2021-03-08,5315,2816,2499,708,25,1789,453,1514,823,3,4257,1058,Calabria
1424,2021-03-08,14536,6715,7821,888,245,2179,70,4863,1334,4957,9760,4776,Campania
1425,2021-03-08,11449,4509,6940,2298,390,640,295,4275,1214,2337,8826,2623,Emilia-Romagna
1426,2021-03-08,4041,1574,2467,694,366,176,140,2190,39,436,1953,2088,Friuli-Venezia Giulia
1427,2021-03-08,19853,8207,11646,2429,120,2062,380,9051,1102,4709,14591,5262,Lazio
1428,2021-03-08,5615,2455,3160,1123,172,360,80,3567,306,7,3931,1684,Liguria
1429,2021-03-08,29373,11034,18339,6521,1968,2446,1029,11311,1575,4523,22426,6947,Lombardia
1430,2021-03-08,6365,2807,3558,768,14,604,219,3102,644,1014,5363,1002,Marche
1431,2021-03-08,1376,522,854,359,44,61,23,409,76,404,1236,140,Molise
1432,2021-03-08,13907,5274,8633,2040,892,538,413,7397,0,2627,11195,2712,Piemonte
1433,2021-03-08,1195,522,673,23,10,278,164,717,0,3,1168,27,Provincia Autonoma Bolzano / Bozen
1434,2021-03-08,1397,433,964,65,15,23,0,1010,7,277,1037,360,Provincia Autonoma Trento
1435,2021-03-08,14533,6021,8512,2095,526,615,204,6703,522,3868,12157,2376,Puglia
1436,2021-03-08,3968,1778,2190,733,492,668,626,852,444,153,2779,1189,Sardegna
1437,2021-03-08,13504,5781,7723,2011,113,1994,626,3839,920,4001,10690,2814,Sicilia
1438,2021-03-08,6344,2610,3734,4063,746,990,190,65,282,8,1525,4819,Toscana
1439,2021-03-08,3666,1798,1868,140,273,81,45,2855,230,42,2303,1363,Umbria
1440,2021-03-08,481,231,250,28,1,80,13,343,15,1,237,244,Valle d'Aosta / Vallée d'Aoste
1441,2021-03-08,13426,6106,7320,709,56,1140,384,7153,1040,2944,9388,4038,Veneto
1442,2021-03-09,5170,1795,3375,988,21,507,84,1320,204,2046,4231,939,Abruzzo
1443,2021-03-09,1391,706,685,222,47,48,33,545,258,238,787,604,Basilicata
1444,2021-03-09,5822,3032,2790,803,23,1918,419,1768,873,18,4845,977,Calabria
1445,2021-03-09,13839,6619,7220,797,266,2762,184,4495,1148,4187,10058,3781,Campania
1446,2021-03-09,14350,5776,8574,1022,240,704,180,7570,1072,3562,10413,3937,Emilia-Romagna
1447,2021-03-09,3862,1590,2272,656,420,102,196,2004,60,424,1109,2753,Friuli-Venezia Giulia
1448,2021-03-09,20812,8919,11893,3379,104,2188,338,8956,1230,4617,15619,5193,Lazio
1449,2021-03-09,5801,2699,3102,1031,148,501,131,3457,533,0,4376,1425,Liguria
1450,2021-03-09,32998,12748,20250,6057,2533,3208,2286,12052,1427,5435,25637,7361,Lombardia
1451,2021-03-09,5530,2374,3156,754,8,462,36,2588,612,1070,4641,889,Marche
1452,2021-03-09,1329,579,750,199,1,109,0,409,218,393,1177,152,Molise
1453,2021-03-09,13876,5394,8482,1682,850,716,356,7954,0,2318,11534,2342,Piemonte
1454,2021-03-09,1188,541,647,29,6,96,22,916,72,47,1186,2,Provincia Autonoma Bolzano / Bozen
1455,2021-03-09,1555,582,973,97,42,17,29,1078,92,200,911,644,Provincia Autonoma Trento
1456,2021-03-09,12908,5658,7250,1772,483,381,197,5531,1007,3537,10914,1994,Puglia
1457,2021-03-09,5144,2370,2774,1055,368,526,285,2268,332,310,4415,729,Sardegna
1458,2021-03-09,13064,5494,7570,1595,132,2175,585,3947,939,3691,10689,2375,Sicilia
1459,2021-03-09,10564,4079,6485,4805,905,1179,159,3291,214,11,5012,5552,Toscana
1460,2021-03-09,4029,1951,2078,143,549,131,106,2912,165,23,2737,1292,Umbria
1461,2021-03-09,204,96,108,2,0,79,23,36,39,25,172,32,Valle d'Aosta / Vallée d'Aoste
1462,2021-03-09,16415,7375,9040,1261,142,1836,728,8543,962,2943,10163,6252,Veneto
1463,2021-03-10,4950,1640,3310,736,29,426,242,1519,127,1871,3993,957,Abruzzo
1464,2021-03-10,1650,814,836,101,46,64,33,877,256,273,811,839,Basilicata
1465,2021-03-10,6441,3278,3163,742,42,2309,586,2021,677,64,5250,1191,Calabria
1466,2021-03-10,15239,7373,7866,704,240,2311,26,8433,1058,2467,8410,6829,Campania
1467,2021-03-10,18249,7342,10907,1312,218,1028,128,9921,1113,4529,12626,5623,Emilia-Romagna
1468,2021-03-10,3360,1494,1866,305,243,128,207,1973,309,195,1568,1792,Friuli-Venezia Giulia
1469,2021-03-10,21846,9398,12448,4067,143,2491,452,8897,1179,4617,16211,5635,Lazio
1470,2021-03-10,5747,2780,2967,822,93,700,90,3625,416,1,3850,1897,Liguria
1471,2021-03-10,32832,12603,20229,6822,2503,3007,1966,11562,1531,5441,25173,7659,Lombardia
1472,2021-03-10,5778,2488,3290,721,22,799,101,2673,424,1038,4641,1137,Marche
1473,2021-03-10,1737,720,1017,188,3,92,1,757,187,509,1687,50,Molise
1474,2021-03-10,13456,5077,8379,1663,732,641,279,7921,0,2220,11162,2294,Piemonte
1475,2021-03-10,1176,448,728,655,8,182,0,134,80,117,1033,143,Provincia Autonoma Bolzano / Bozen
1476,2021-03-10,2384,922,1462,352,36,25,25,1410,221,315,1438,946,Provincia Autonoma Trento
1477,2021-03-10,14299,6199,8100,2566,908,338,355,6453,601,3078,11188,3111,Puglia
1478,2021-03-10,6003,2914,3089,719,384,516,414,2978,657,335,5148,855,Sardegna
1479,2021-03-10,13841,5881,7960,1479,134,2868,933,4063,646,3718,11451,2390,Sicilia
1480,2021-03-10,17812,6986,10826,3005,850,1385,270,12075,214,13,13807,4005,Toscana
1481,2021-03-10,3973,1901,2072,120,745,113,147,2564,209,75,2717,1256,Umbria
1482,2021-03-10,436,182,254,9,0,67,17,337,6,0,225,211,Valle d'Aosta / Vallée d'Aoste
1483,2021-03-10,18830,8557,10273,1456,68,2448,555,9055,1101,4147,13160,5670,Veneto
1484,2021-03-11,5428,2190,3238,1327,39,519,241,1539,199,1564,4289,1139,Abruzzo
1485,2021-03-11,1783,919,864,163,63,99,77,905,253,223,824,959,Basilicata
1486,2021-03-11,6876,3277,3599,934,25,2039,570,2379,329,600,5620,1256,Calabria
1487,2021-03-11,17571,8666,8905,1048,254,3011,105,8934,1384,2835,10294,7277,Campania
1488,2021-03-11,16998,6972,10026,1131,294,1465,274,8803,1217,3814,11175,5823,Emilia-Romagna
1489,2021-03-11,3326,1393,1933,262,109,47,287,2013,104,504,1578,1748,Friuli-Venezia Giulia
1490,2021-03-11,23638,10514,13124,4838,124,3025,440,9248,1526,4437,17414,6224,Lazio
1491,2021-03-11,6197,2977,3220,1141,108,511,261,3675,499,2,4195,2002,Liguria
1492,2021-03-11,35842,13360,22482,5776,2379,2629,2121,15068,1216,6653,26103,9739,Lombardia
1493,2021-03-11,6832,2930,3902,1094,11,911,38,3227,403,1148,5461,1371,Marche
1494,2021-03-11,1462,636,826,42,2,22,14,698,185,499,1456,6,Molise
1495,2021-03-11,13624,4993,8631,2310,809,635,381,7317,0,2172,10533,3091,Piemonte
1496,2021-03-11,1678,819,859,89,97,481,71,367,238,335,1139,539,Provincia Autonoma Bolzano / Bozen
1497,2021-03-11,2246,831,1415,102,49,92,41,1531,59,372,1388,858,Provincia Autonoma Trento
1498,2021-03-11,14272,6142,8130,2887,747,444,515,5205,796,3678,11178,3094,Puglia
1499,2021-03-11,5901,2669,3232,1011,419,650,416,2813,490,102,4682,1219,Sardegna
1500,2021-03-11,15448,6506,8942,1610,127,5069,906,3931,481,3324,12875,2573,Sicilia
1501,2021-03-11,15259,5889,9370,2436,905,1374,230,10106,196,12,11948,3311,Toscana
1502,2021-03-11,3539,1681,1858,143,604,179,239,2015,201,158,2533,1006,Umbria
1503,2021-03-11,192,72,120,2,0,14,7,166,1,2,64,128,Valle d'Aosta / Vallée d'Aoste
1504,2021-03-11,19470,8663,10807,1555,116,2962,823,9339,1021,3654,13981,5489,Veneto
1505,2021-03-12,6022,1989,4033,1005,28,848,135,1700,117,2189,4439,1583,Abruzzo
1506,2021-03-12,1896,975,921,266,61,48,37,985,241,258,798,1098,Basilicata
1507,2021-03-12,5092,2438,2654,468,26,1300,217,1963,333,785,4049,1043,Calabria
1508,2021-03-12,14246,7094,7152,1022,151,2028,82,6592,1569,2802,8165,6081,Campania
1509,2021-03-12,17685,7248,10437,1577,361,1506,289,9834,1094,3024,11002,6683,Emilia-Romagna
1510,2021-03-12,3903,1535,2368,175,61,110,27,2840,101,589,2523,1380,Friuli-Venezia Giulia
1511,2021-03-12,22632,10006,12626,4675,170,3252,400,9413,774,3948,16320,6312,Lazio
1512,2021-03-12,5995,2765,3230,1195,209,712,78,3360,437,4,3554,2441,Liguria
1513,2021-03-12,34984,12880,22104,5077,2150,2329,1435,15540,1086,7367,24874,10110,Lombardia
1514,2021-03-12,4711,2015,2696,820,10,718,0,1904,330,929,3466,1245,Marche
1515,2021-03-12,1438,629,809,42,31,47,0,698,115,505,1402,36,Molise
1516,2021-03-12,13867,5144,8723,2137,854,478,470,7593,62,2273,10934,2933,Piemonte
1517,2021-03-12,1516,660,856,149,122,558,73,428,86,100,1109,407,Provincia Autonoma Bolzano / Bozen
1518,2021-03-12,2408,904,1504,205,248,52,86,1074,204,539,1627,781,Provincia Autonoma Trento
1519,2021-03-12,13735,6034,7701,3277,907,409,430,4886,886,2940,9812,3923,Puglia
1520,2021-03-12,5748,2403,3345,1037,482,779,456,2564,271,159,4439,1309,Sardegna
1521,2021-03-12,13116,5616,7500,1386,110,4409,695,3765,344,2407,10893,2223,Sicilia
1522,2021-03-12,16225,6061,10164,2610,953,999,191,6863,684,3925,12700,3525,Toscana
1523,2021-03-12,2633,1031,1602,113,410,183,41,464,229,1193,2135,498,Umbria
1524,2021-03-12,529,175,354,14,7,96,7,148,2,255,303,226,Valle d'Aosta / Vallée d'Aoste
1525,2021-03-12,18526,8098,10428,1962,226,3139,750,8050,904,3495,11808,6718,Veneto
1526,2021-03-13,4253,1460,2793,539,17,1008,137,1468,23,1061,3177,1076,Abruzzo
1527,2021-03-13,1794,888,906,82,292,66,46,864,231,213,749,1045,Basilicata
1528,2021-03-13,6655,2933,3722,425,44,1333,338,3765,65,685,5681,974,Calabria
1529,2021-03-13,14256,6793,7463,404,82,1879,193,6614,1397,3687,8971,5285,Campania
1530,2021-03-13,15729,6115,9614,1245,157,1184,74,8217,886,3966,10443,5286,Emilia-Romagna
1531,2021-03-13,2931,1119,1812,11,4,11,86,2057,39,723,1659,1272,Friuli-Venezia Giulia
1532,2021-03-13,21288,8357,12931,5119,109,2379,330,8892,720,3739,15395,5893,Lazio
1533,2021-03-13,3534,1496,2038,329,77,634,71,1513,120,790,2681,853,Liguria
1534,2021-03-13,26916,9669,17247,3730,933,2980,251,10303,617,8102,20929,5987,Lombardia
1535,2021-03-13,5745,2584,3161,664,21,385,57,4248,133,237,1784,3961,Marche
1536,2021-03-13,1189,594,595,29,0,23,5,981,151,0,200,989,Molise
1537,2021-03-13,13017,4710,8307,1169,504,511,157,8540,0,2136,11574,1443,Piemonte
1538,2021-03-13,2864,1451,1413,166,52,1262,1,1275,89,19,2763,101,Provincia Autonoma Bolzano / Bozen
1539,2021-03-13,831,382,449,201,15,0,30,44,282,259,781,50,Provincia Autonoma Trento
1540,2021-03-13,10051,3949,6102,2157,226,198,128,3853,226,3263,8327,1724,Puglia
1541,2021-03-13,2724,1061,1663,274,103,291,145,1735,43,133,2443,281,Sardegna
1542,2021-03-13,12450,5486,6964,1173,87,4185,493,4615,133,1764,7844,4606,Sicilia
1543,2021-03-13,9260,3286,5974,2833,1156,953,54,180,344,3740,5314,3946,Toscana
1544,2021-03-13,1731,524,1207,120,122,60,49,152,77,1151,1486,245,Umbria
1545,2021-03-13,142,84,58,2,1,113,0,0,23,3,142,0,Valle d'Aosta / Vallée d'Aoste
1546,2021-03-13,17130,7224,9906,2346,52,5345,103,4816,426,4042,14020,3110,Veneto
1547,2021-03-14,1895,733,1162,8,0,150,0,1488,0,249,1228,667,Abruzzo
1548,2021-03-14,1008,477,531,41,110,13,8,516,71,249,539,469,Basilicata
1549,2021-03-14,2543,1018,1525,322,2,374,312,802,9,722,2143,400,Calabria
1550,2021-03-14,8507,3723,4784,328,97,666,2,4546,850,2018,4369,4138,Campania
1551,2021-03-14,8466,3621,4845,699,172,771,69,5494,359,902,4690,3776,Emilia-Romagna
1552,2021-03-14,1395,548,847,0,1,17,0,247,333,797,1143,252,Friuli-Venezia Giulia
1553,2021-03-14,17050,6597,10453,1359,89,3295,81,8335,445,3446,11896,5154,Lazio
1554,2021-03-14,1658,752,906,64,36,347,176,577,27,431,1054,604,Liguria
1555,2021-03-14,14761,5282,9479,1498,572,1572,80,5258,396,5385,11490,3271,Lombardia
1556,2021-03-14,2515,1036,1479,442,0,80,0,1535,2,456,1917,598,Marche
1557,2021-03-14,594,239,355,2,0,11,0,581,0,0,16,578,Molise
1558,2021-03-14,8196,3328,4868,794,233,370,2,5808,0,989,5302,2894,Piemonte
1559,2021-03-14,757,336,421,130,11,26,33,556,1,0,25,732,Provincia Autonoma Bolzano / Bozen
1560,2021-03-14,107,65,42,102,0,0,0,0,0,5,20,87,Provincia Autonoma Trento
1561,2021-03-14,3276,1410,1866,952,62,141,84,996,42,999,2510,766,Puglia
1562,2021-03-14,606,376,230,34,1,235,0,251,73,12,606,0,Sardegna
1563,2021-03-14,8824,3947,4877,569,42,3042,176,4281,36,678,4966,3858,Sicilia
1564,2021-03-14,7167,2561,4606,3106,798,452,122,2,211,2476,3230,3937,Toscana
1565,2021-03-14,66,48,18,0,6,55,1,0,0,4,66,0,Umbria
1566,2021-03-14,390,200,190,6,3,295,0,0,34,52,390,0,Valle d'Aosta / Vallée d'Aoste
1567,2021-03-14,15124,5903,9221,2250,208,4578,100,4141,242,3605,14228,896,Veneto
1568,2021-03-15,3639,1398,2241,657,8,562,78,1963,41,330,1823,1816,Abruzzo
1569,2021-03-15,2347,981,1366,78,26,20,0,1934,23,266,520,1827,Basilicata
1570,2021-03-15,3448,1652,1796,542,38,889,136,1093,163,587,2019,1429,Calabria
1571,2021-03-15,12900,6079,6821,800,131,2535,82,6279,511,2562,8199,4701,Campania
1572,2021-03-15,12652,5674,6978,792,180,1110,168,9078,796,528,6230,6422,Emilia-Romagna
1573,2021-03-15,3754,1631,2123,327,253,105,180,2421,234,234,1435,2319,Friuli-Venezia Giulia
1574,2021-03-15,19196,8305,10891,2304,122,3553,408,9577,706,2526,12481,6715,Lazio
1575,2021-03-15,7182,3050,4132,782,149,1248,48,3772,221,962,4480,2702,Liguria
1576,2021-03-15,31260,11207,20053,4656,2144,1853,833,12869,594,8311,22860,8400,Lombardia
