,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
1867,2021-03-29,6177,2708,3469,182,126,3154,93,2297,33,292,4742,1435,Friuli-Venezia Giulia
1868,2021-03-29,23481,10555,12926,2013,87,10790,142,9393,259,797,16677,6804,Lazio
1869,2021-03-29,10291,4454,5837,461,113,4651,95,3906,182,883,7167,3124,Liguria
1870,2021-03-29,39093,15164,23929,2930,1482,4615,394,21003,166,8503,24544,14549,Lombardia
1871,2021-03-29,5895,2586,3309,228,5,1161,35,4240,11,215,3443,2452,Marche
1872,2021-03-29,1996,826,1170,108,5,857,5,480,16,525,1510,486,Molise
1873,2021-03-29,14824,6196,8628,410,325,2346,137,10363,72,1171,8223,6601,Piemonte
1874,2021-03-29,983,422,561,10,2,227,0,706,25,13,228,755,Provincia Autonoma Bolzano / Bozen
1875,2021-03-29,2400,939,1461,93,26,1235,5,946,4,91,1669,731,Provincia Autonoma Trento
1876,2021-03-29,12297,5722,6575,1520,334,1231,173,7804,134,1101,5638,6659,Puglia
1877,2021-03-29,4272,1493,2779,624,209,840,182,918,88,1411,3686,586,Sardegna
1878,2021-03-29,14989,7035,7954,875,39,8416,328,5008,19,304,10471,4518,Sicilia
1879,2021-03-29,9163,4444,4719,227,101,8316,169,17,133,200,8856,307,Toscana
1880,2021-03-29,3765,1631,2134,241,34,600,49,2814,1,26,2295,1470,Umbria
1881,2021-03-29,489,232,257,6,1,259,18,204,1,0,450,39,Valle d'Aosta / Vallée d'Aoste
1882,2021-03-29,30996,13365,17631,588,116,11480,450,17268,652,442,27233,3763,Veneto
1883,2021-03-30,5059,2199,2860,211,2,1749,31,2741,39,286,3234,1825,Abruzzo
1884,2021-03-30,2896,1180,1716,37,0,148,0,2192,7,512,2551,345,Basilicata
1885,2021-03-30,5783,2486,3297,166,7,2369,199,1882,42,1118,3192,2591,Calabria
1886,2021-03-30,21667,10255,11412,278,45,13528,165,5649,169,1833,18712,2955,Campania
1887,2021-03-30,17759,7892,9867,582,139,7990,81,7905,63,999,14097,3662,Emilia-Romagna
1888,2021-03-30,5489,2413,3076,321,268,2753,220,1850,7,70,4837,652,Friuli-Venezia Giulia
1889,2021-03-30,24540,11267,13273,3600,86,11126,248,8971,221,288,17613,6927,Lazio
1890,2021-03-30,11488,5066,6422,481,93,5515,105,4274,206,814,8125,3363,Liguria
1891,2021-03-30,36988,14546,22442,2566,1190,4749,1039,20680,153,6611,23073,13915,Lombardia
1892,2021-03-30,7436,3052,4384,524,2,2015,244,4255,30,366,4600,2836,Marche
1893,2021-03-30,1949,839,1110,45,0,830,1,569,80,424,1437,512,Molise
1894,2021-03-30,16577,6899,9678,781,353,2123,284,11941,101,994,8719,7858,Piemonte
1895,2021-03-30,1290,531,759,51,4,133,150,915,10,27,218,1072,Provincia Autonoma Bolzano / Bozen
1896,2021-03-30,2333,953,1380,71,57,977,52,996,9,171,1721,612,Provincia Autonoma Trento
1897,2021-03-30,10773,5122,5651,1199,211,1585,176,6541,115,946,5091,5682,Puglia
1898,2021-03-30,6763,2672,4091,616,221,1840,201,2431,25,1429,5185,1578,Sardegna
1899,2021-03-30,14560,6752,7808,714,32,8084,371,4991,113,255,9733,4827,Sicilia
1900,2021-03-30,15893,7034,8859,184,121,7851,187,7277,160,113,12597,3296,Toscana
1901,2021-03-30,3902,1697,2205,178,27,538,106,3033,0,20,2372,1530,Umbria
1902,2021-03-30,399,221,178,9,0,258,5,120,2,5,380,19,Valle d'Aosta / Vallée d'Aoste
1903,2021-03-30,34973,14809,20164,749,108,15970,535,16820,328,463,29765,5208,Veneto
1904,2021-03-31,6654,2881,3773,446,5,2614,77,3255,12,245,4586,2068,Abruzzo
1905,2021-03-31,3233,1286,1947,68,0,257,0,2659,18,231,2449,784,Basilicata
1906,2021-03-31,8790,3987,4803,378,10,3147,627,2511,67,2050,4856,3934,Calabria
1907,2021-03-31,22607,10871,11736,359,35,15735,114,5067,134,1163,19161,3446,Campania
1908,2021-03-31,23292,10218,13074,884,144,9144,41,11843,42,1194,18250,5042,Emilia-Romagna
1909,2021-03-31,6786,2992,3794,130,66,3581,117,1911,111,870,6158,628,Friuli-Venezia Giulia
1910,2021-03-31,24814,11443,13371,3904,80,11569,118,8678,219,246,18077,6737,Lazio
1911,2021-03-31,11158,4892,6266,522,85,5259,62,4187,178,865,8409,2749,Liguria
1912,2021-03-31,37852,15462,22390,2298,1112,6141,1105,21332,72,5792,23960,13892,Lombardia
1913,2021-03-31,7367,3084,4283,472,8,1910,153,4537,30,257,4350,3017,Marche
1914,2021-03-31,2115,890,1225,202,8,777,32,784,49,263,1296,819,Molise
1915,2021-03-31,18193,7709,10484,925,361,3007,267,12889,57,687,9573,8620,Piemonte
1916,2021-03-31,1797,684,1113,405,299,644,1,426,6,16,786,1011,Provincia Autonoma Bolzano / Bozen
1917,2021-03-31,2377,919,1458,138,34,601,5,1400,5,194,1561,816,Provincia Autonoma Trento
1918,2021-03-31,12086,5576,6510,1696,354,1613,104,7333,186,800,7042,5044,Puglia
1919,2021-03-31,8766,3471,5295,382,99,2455,227,4208,16,1379,6517,2249,Sardegna
1920,2021-03-31,14572,6722,7850,646,50,7990,519,5127,52,188,9556,5016,Sicilia
1921,2021-03-31,29157,11710,17447,268,82,4650,228,19854,387,3688,18500,10657,Toscana
1922,2021-03-31,3802,1690,2112,177,21,530,160,2889,2,23,2177,1625,Umbria
1923,2021-03-31,550,300,250,6,0,363,0,181,0,0,525,25,Valle d'Aosta / Vallée d'Aoste
1924,2021-03-31,36190,15091,21099,1538,84,14909,646,18326,293,394,28849,7341,Veneto
1925,2021-04-01,1560,682,878,110,2,779,12,535,6,116,978,582,Abruzzo
1926,2021-04-01,721,284,437,14,0,23,0,486,1,197,584,137,Basilicata
1927,2021-04-01,1898,846,1052,110,2,517,92,837,10,330,823,1075,Calabria
1928,2021-04-01,7903,3883,4020,136,27,4485,1,2576,62,616,5783,2120,Campania
1929,2021-04-01,5419,2495,2924,175,23,2126,11,2913,2,169,4088,1331,Emilia-Romagna
1930,2021-04-01,1139,553,586,34,37,713,0,355,0,0,1108,31,Friuli-Venezia Giulia
1931,2021-04-01,11783,5445,6338,1954,55,5087,188,4253,115,131,8353,3430,Lazio
1932,2021-04-01,1989,928,1061,61,18,1022,1,725,42,120,1433,556,Liguria
1933,2021-04-01,13410,5367,8043,824,476,1926,389,8124,46,1625,7021,6389,Lombardia
1934,2021-04-01,2537,1117,1420,112,3,551,6,1753,5,107,1116,1421,Marche
1935,2021-04-01,435,183,252,5,0,166,0,242,5,17,174,261,Molise
1936,2021-04-01,7897,3207,4690,318,126,597,46,6385,76,349,3676,4221,Piemonte
1937,2021-04-01,1220,572,648,129,60,612,2,383,12,22,1213,7,Provincia Autonoma Bolzano / Bozen
1938,2021-04-01,903,374,529,41,1,217,2,632,1,9,395,508,Provincia Autonoma Trento
1939,2021-04-01,2804,1314,1490,387,90,337,30,1785,17,158,1126,1678,Puglia
1940,2021-04-01,3583,1466,2117,143,100,893,182,1886,55,324,1945,1638,Sardegna
1941,2021-04-01,6061,2901,3160,197,8,3299,168,2316,4,69,3861,2200,Sicilia
1942,2021-04-01,6377,2715,3662,69,36,510,95,5608,58,1,3675,2702,Toscana
1943,2021-04-01,1931,852,1079,79,8,384,90,1359,1,10,1493,438,Umbria
1944,2021-04-01,8,3,5,0,0,0,0,8,0,0,0,8,Valle d'Aosta / Vallée d'Aoste
1945,2021-04-01,9620,4119,5501,299,70,3314,116,5697,70,54,6069,3551,Veneto
